feat0,feat1,feat2,feat3,feat4,depth,distance,MMAP
color,edge,gabor,hog,res,3,d1,0.30902699356027524
color,edge,gabor,hog,res,1,d1,0.27942279787635826
color,edge,gabor,vgg,res,None,d1,0.0861798390944074
color,edge,gabor,vgg,res,300,d1,0.1063011759171065
color,edge,gabor,vgg,res,200,d1,0.1367160565051982
color,edge,gabor,vgg,res,100,d1,0.18552482630528966
color,edge,gabor,vgg,res,50,d1,0.23655695392696155
color,edge,gabor,vgg,res,30,d1,0.2681359044539507
color,edge,gabor,vgg,res,10,d1,0.31247870808528705
color,edge,gabor,vgg,res,5,d1,0.3121714615258991
color,edge,gabor,vgg,res,3,d1,0.3038612772962618
color,edge,gabor,vgg,res,1,d1,0.27027367506934075
color,edge,hog,vgg,res,None,d1,0.0864521921835946
color,edge,hog,vgg,res,300,d1,0.10641374842489798
color,edge,hog,vgg,res,200,d1,0.13699090984070372
color,edge,hog,vgg,res,100,d1,0.1864603454739611
color,edge,hog,vgg,res,50,d1,0.23697766895188488
color,edge,hog,vgg,res,30,d1,0.2701596563579259
color,edge,hog,vgg,res,10,d1,0.31245853588133
color,edge,hog,vgg,res,5,d1,0.31087160551961895
color,edge,hog,vgg,res,3,d1,0.30719552795558985
color,edge,hog,vgg,res,1,d1,0.26844034173600734
color,gabor,hog,vgg,res,None,d1,0.24350081458137832
color,gabor,hog,vgg,res,300,d1,0.2640690799194117
color,gabor,hog,vgg,res,200,d1,0.30285858703079904
color,gabor,hog,vgg,res,100,d1,0.3718493837205529
color,gabor,hog,vgg,res,50,d1,0.436175033116399
color,gabor,hog,vgg,res,30,d1,0.47820228153947086
color,gabor,hog,vgg,res,10,d1,0.5729428911724854
color,gabor,hog,vgg,res,5,d1,0.5958308112681951
color,gabor,hog,vgg,res,3,d1,0.6057153094010679
color,gabor,hog,vgg,res,1,d1,0.5502099910753162
daisy,edge,gabor,hog,vgg,None,d1,0.07856030759214726
daisy,edge,gabor,hog,vgg,300,d1,0.10153994531302081
daisy,edge,gabor,hog,vgg,200,d1,0.12487528397159195
daisy,edge,gabor,hog,vgg,100,d1,0.17500446733353964
daisy,edge,gabor,hog,vgg,50,d1,0.22540485075849137
daisy,edge,gabor,hog,vgg,30,d1,0.2523016661149534
daisy,edge,gabor,hog,vgg,10,d1,0.2866757936507936
daisy,edge,gabor,hog,vgg,5,d1,0.2890972222222222
daisy,edge,gabor,hog,vgg,3,d1,0.2798333333333333
daisy,edge,gabor,hog,vgg,1,d1,0.244
daisy,edge,gabor,hog,res,None,d1,0.08347455731699295
daisy,edge,gabor,hog,res,300,d1,0.10267451330590376
daisy,edge,gabor,hog,res,200,d1,0.13201151336155612
daisy,edge,gabor,hog,res,100,d1,0.17577968260993868
daisy,edge,gabor,hog,res,50,d1,0.22535010292317037
daisy,edge,gabor,hog,res,30,d1,0.2536198075170241
daisy,edge,gabor,hog,res,10,d1,0.29584171471602594
daisy,edge,gabor,hog,res,5,d1,0.2916118149423103
daisy,edge,gabor,hog,res,3,d1,0.2815987091683686
daisy,edge,gabor,hog,res,1,d1,0.2447884585314926
daisy,edge,gabor,vgg,res,None,d1,0.08485757731337377
daisy,edge,gabor,vgg,res,300,d1,0.1041150369198194
daisy,edge,gabor,vgg,res,200,d1,0.13401851074517493
daisy,edge,gabor,vgg,res,100,d1,0.18122271721028568
daisy,edge,gabor,vgg,res,50,d1,0.23318257726858
daisy,edge,gabor,vgg,res,30,d1,0.25636866831718935
daisy,edge,gabor,vgg,res,10,d1,0.3061923366765291
daisy,edge,gabor,vgg,res,5,d1,0.3022806434793277
daisy,edge,gabor,vgg,res,3,d1,0.2974068030066482
daisy,edge,gabor,vgg,res,1,d1,0.2567690539594565
daisy,edge,hog,vgg,res,None,d1,0.08489802484729753
daisy,edge,hog,vgg,res,300,d1,0.10437038794413248
daisy,edge,hog,vgg,res,200,d1,0.13404201803696825
daisy,edge,hog,vgg,res,100,d1,0.18148238674520267
daisy,edge,hog,vgg,res,50,d1,0.23254700216512217
daisy,edge,hog,vgg,res,30,d1,0.2627545518878578
daisy,edge,hog,vgg,res,10,d1,0.30477920858250124
daisy,edge,hog,vgg,res,5,d1,0.3035789500746931
daisy,edge,hog,vgg,res,3,d1,0.29626782030032806
daisy,edge,hog,vgg,res,1,d1,0.2558613546755961
daisy,gabor,hog,vgg,res,None,d1,0.4708869083018227
daisy,gabor,hog,vgg,res,300,d1,0.5130233259278141
daisy,gabor,hog,vgg,res,200,d1,0.5516418936623277
daisy,gabor,hog,vgg,res,100,d1,0.6095335594257477
daisy,gabor,hog,vgg,res,50,d1,0.671775153546633
daisy,gabor,hog,vgg,res,30,d1,0.7199881339685212
daisy,gabor,hog,vgg,res,10,d1,0.8201820118182839
daisy,gabor,hog,vgg,res,5,d1,0.8526558336550789
daisy,gabor,hog,vgg,res,3,d1,0.8681813278454145
daisy,gabor,hog,vgg,res,1,d1,0.8407798177055144
edge,gabor,hog,vgg,res,None,d1,0.08469734153830842
edge,gabor,hog,vgg,res,300,d1,0.10443014979581097
edge,gabor,hog,vgg,res,200,d1,0.13384221449788836
edge,gabor,hog,vgg,res,100,d1,0.18079964427747633
edge,gabor,hog,vgg,res,50,d1,0.2291042471633743
edge,gabor,hog,vgg,res,30,d1,0.26134647310156195
edge,gabor,hog,vgg,res,10,d1,0.3006202775698196
edge,gabor,hog,vgg,res,5,d1,0.30126337081987886
edge,gabor,hog,vgg,res,3,d1,0.29200807611720925
edge,gabor,hog,vgg,res,1,d1,0.2519726690578084
