feat0,feat1,depth,distance,MMAP
color,res,1,d1,0.473637930868581
daisy,edge,None,d1,0.07710008333270596
daisy,edge,300,d1,0.09912186131669236
daisy,edge,200,d1,0.12072724246737009
daisy,edge,100,d1,0.16534124516544776
daisy,edge,50,d1,0.21037456439979832
daisy,edge,30,d1,0.24174107173071593
daisy,edge,10,d1,0.2779012301587302
daisy,edge,5,d1,0.2786111111111111
daisy,edge,3,d1,0.2698333333333333
daisy,edge,1,d1,0.22599999999999998
daisy,hog,None,d1,0.15003437334560227
daisy,hog,300,d1,0.1819255110916945
daisy,hog,200,d1,0.20733998941303663
daisy,hog,100,d1,0.2572011807574276
daisy,hog,50,d1,0.3199191513211868
daisy,hog,30,d1,0.3673914262891551
daisy,hog,10,d1,0.45824472411186695
daisy,hog,5,d1,0.4831527777777778
daisy,hog,3,d1,0.4871666666666667
daisy,hog,1,d1,0.418
daisy,vgg,None,d1,0.5554671985975802
daisy,vgg,300,d1,0.5806026193237007
daisy,vgg,200,d1,0.6039178042445215
daisy,vgg,100,d1,0.6555874662324687
daisy,vgg,50,d1,0.7186179447065086
daisy,vgg,30,d1,0.7684048764864231
daisy,vgg,10,d1,0.8667589584908036
daisy,vgg,5,d1,0.89985
daisy,vgg,3,d1,0.9085
daisy,vgg,1,d1,0.8960000000000001
daisy,res,None,d1,0.45543027569233246
daisy,res,300,d1,0.4894011781966383
daisy,res,200,d1,0.5259498077490524
daisy,res,100,d1,0.5842559827426238
daisy,res,50,d1,0.6597142613226457
daisy,res,30,d1,0.7092069141390273
daisy,res,10,d1,0.8275934894011585
daisy,res,5,d1,0.8679423947006248
daisy,res,3,d1,0.8795781486172352
daisy,res,1,d1,0.8518250208683643
edge,hog,None,d1,0.07824577894012513
edge,hog,300,d1,0.09990487621701673
edge,hog,200,d1,0.12238993374568731
edge,hog,100,d1,0.17071003876190566
edge,hog,50,d1,0.21780694297423434
edge,hog,30,d1,0.25184251523504214
edge,hog,10,d1,0.28872414682539677
edge,hog,5,d1,0.28907222222222223
edge,hog,3,d1,0.2816666666666666
edge,hog,1,d1,0.244
edge,vgg,None,d1,0.07768024735859545
edge,vgg,300,d1,0.10038267050422041
edge,vgg,200,d1,0.12438066143898167
edge,vgg,100,d1,0.17419392799726607
edge,vgg,50,d1,0.22068229428509023
edge,vgg,30,d1,0.25143737120526777
edge,vgg,10,d1,0.28802415721844293
edge,vgg,5,d1,0.29017499999999996
edge,vgg,3,d1,0.2828333333333333
edge,vgg,1,d1,0.23
edge,res,None,d1,0.08308462382419514
edge,res,300,d1,0.10282288625549635
edge,res,200,d1,0.13129608354967887
edge,res,100,d1,0.1727372152604881
edge,res,50,d1,0.22532127728555212
edge,res,30,d1,0.2476939941000068
edge,res,10,d1,0.29526593238542026
edge,res,5,d1,0.294732891093398
edge,res,3,d1,0.28557745290485226
edge,res,1,d1,0.24793551735502195
gabor,res,None,d1,0.5411229751172136
gabor,res,300,d1,0.576021063253599
gabor,res,200,d1,0.6181038919822361
gabor,res,100,d1,0.6762052328126006
gabor,res,50,d1,0.7367020567940916
gabor,res,30,d1,0.7855753994988386
gabor,res,10,d1,0.8790616232109582
gabor,res,5,d1,0.9138586661246103
gabor,res,3,d1,0.9207478865017563
gabor,res,1,d1,0.9092907714920099
hog,vgg,None,d1,0.4699903264938149
hog,vgg,300,d1,0.5217336847602025
hog,vgg,200,d1,0.5527462345324906
hog,vgg,100,d1,0.607369526268288
hog,vgg,50,d1,0.6734162122896221
hog,vgg,30,d1,0.7220768606149366
hog,vgg,10,d1,0.8308815983245151
hog,vgg,5,d1,0.8651388888888889
hog,vgg,3,d1,0.8771666666666664
hog,vgg,1,d1,0.8479999999999999
hog,res,None,d1,0.41939442734975146
hog,res,300,d1,0.4867408282760149
hog,res,200,d1,0.5227613444535862
hog,res,100,d1,0.5671966481238173
hog,res,50,d1,0.6167719360942684
hog,res,30,d1,0.6598288433053884
hog,res,10,d1,0.7691875794847566
hog,res,5,d1,0.8046641631645501
hog,res,3,d1,0.8165158203652784
hog,res,1,d1,0.7913317528704524
vgg,res,None,d1,0.6797260611488347
vgg,res,300,d1,0.6883651860015787
vgg,res,200,d1,0.7051936445466164
vgg,res,100,d1,0.7447396909157501
vgg,res,50,d1,0.789658196761021
vgg,res,30,d1,0.8262947396621624
vgg,res,10,d1,0.9113601920085728
vgg,res,5,d1,0.9319806066339349
vgg,res,3,d1,0.9428804296838352
vgg,res,1,d1,0.9388629483691403
