feat0,feat1,depth,distance,MMAP
gabor,hog,50,d1,0.31211333118604845
gabor,hog,30,d1,0.35153648600029086
gabor,hog,10,d1,0.43609853804484755
gabor,hog,5,d1,0.4565305555555556
gabor,hog,3,d1,0.4475
gabor,hog,1,d1,0.386
gabor,vgg,None,d1,0.581576083319883
gabor,vgg,300,d1,0.6063748202068026
gabor,vgg,200,d1,0.6302776514867658
gabor,vgg,100,d1,0.6750086248862753
gabor,vgg,50,d1,0.7322343922274787
gabor,vgg,30,d1,0.7760707794846862
gabor,vgg,10,d1,0.8752945316830436
gabor,vgg,5,d1,0.90625
gabor,vgg,3,d1,0.9178333333333333
gabor,vgg,1,d1,0.9059999999999999
gabor,res,None,d1,0.5503863997899433
gabor,res,300,d1,0.5851568551577938
gabor,res,200,d1,0.6270422468617955
gabor,res,100,d1,0.6844184117521818
gabor,res,50,d1,0.7433260021710696
gabor,res,30,d1,0.7905471072889609
gabor,res,10,d1,0.8808681531661111
gabor,res,5,d1,0.9082898878106566
gabor,res,3,d1,0.9196678927081403
gabor,res,1,d1,0.9068463270475655
hog,vgg,None,d1,0.4867865113594144
hog,vgg,300,d1,0.5416552934361066
hog,vgg,200,d1,0.574233633632386
hog,vgg,100,d1,0.6312110630840992
hog,vgg,50,d1,0.693129156971504
hog,vgg,30,d1,0.745857172671204
hog,vgg,10,d1,0.8494509674981103
hog,vgg,5,d1,0.8849194444444446
hog,vgg,3,d1,0.8966666666666666
hog,vgg,1,d1,0.884
hog,res,None,d1,0.42967437702911965
hog,res,300,d1,0.4947737725485693
hog,res,200,d1,0.5350568522221517
hog,res,100,d1,0.5798503176709375
hog,res,50,d1,0.6250721952090058
hog,res,30,d1,0.6701261464265481
hog,res,10,d1,0.7831942418361515
hog,res,5,d1,0.8107279765501191
hog,res,3,d1,0.819665903898876
hog,res,1,d1,0.8003470691675026
vgg,res,None,d1,0.6815870862492777
vgg,res,300,d1,0.691325017156831
vgg,res,200,d1,0.709151011707759
vgg,res,100,d1,0.7443730843814539
vgg,res,50,d1,0.7915996039489577
vgg,res,30,d1,0.8282784473032574
vgg,res,10,d1,0.9054441549594706
vgg,res,5,d1,0.9286695275771126
vgg,res,3,d1,0.9348282567678854
vgg,res,1,d1,0.9274903993495325
