feat0,feat1,feat2,feat3,depth,distance,MMAP
color,daisy,gabor,vgg,None,d1,0.49981378031642715
color,daisy,gabor,vgg,300,d1,0.5158587120671873
color,daisy,gabor,vgg,200,d1,0.5460087784055867
color,daisy,gabor,vgg,100,d1,0.6158146871023326
color,daisy,gabor,vgg,50,d1,0.6881588346386635
color,daisy,gabor,vgg,30,d1,0.7384602130098332
color,daisy,gabor,vgg,10,d1,0.843816346371882
color,daisy,gabor,vgg,5,d1,0.8821444444444445
color,daisy,gabor,vgg,3,d1,0.8941666666666666
color,daisy,gabor,vgg,1,d1,0.8760000000000001
color,daisy,gabor,res,None,d1,0.5203647376218086
color,daisy,gabor,res,300,d1,0.5289776109047328
color,daisy,gabor,res,200,d1,0.5532640668543809
color,daisy,gabor,res,100,d1,0.6154233963031431
color,daisy,gabor,res,50,d1,0.6834161245939612
color,daisy,gabor,res,30,d1,0.7419595970997398
color,daisy,gabor,res,10,d1,0.8412395085194321
color,daisy,gabor,res,5,d1,0.8784542492480574
color,daisy,gabor,res,3,d1,0.8938754764041141
color,daisy,gabor,res,1,d1,0.8749720183497273
color,daisy,hog,vgg,None,d1,0.47366647157044595
color,daisy,hog,vgg,300,d1,0.4999685018779486
color,daisy,hog,vgg,200,d1,0.5328830814024484
color,daisy,hog,vgg,100,d1,0.598858365166606
color,daisy,hog,vgg,50,d1,0.6690447484262974
color,daisy,hog,vgg,30,d1,0.7228591956295363
color,daisy,hog,vgg,10,d1,0.8331160799319727
color,daisy,hog,vgg,5,d1,0.8806388888888889
color,daisy,hog,vgg,3,d1,0.8893333333333332
color,daisy,hog,vgg,1,d1,0.8660000000000001
color,daisy,hog,res,None,d1,0.4840139883665752
color,daisy,hog,res,300,d1,0.5006431556976458
color,daisy,hog,res,200,d1,0.5282482589791728
color,daisy,hog,res,100,d1,0.5887903154209364
color,daisy,hog,res,50,d1,0.6553296330814372
color,daisy,hog,res,30,d1,0.7116435867559625
color,daisy,hog,res,10,d1,0.8090014305340548
color,daisy,hog,res,5,d1,0.857936723400152
color,daisy,hog,res,3,d1,0.8799414272517987
color,daisy,hog,res,1,d1,0.8565752175241339
color,daisy,vgg,res,None,d1,0.6363531162776473
color,daisy,vgg,res,300,d1,0.6419228243427437
color,daisy,vgg,res,200,d1,0.6576002564066548
color,daisy,vgg,res,100,d1,0.7050659019824819
color,daisy,vgg,res,50,d1,0.761657401225818
color,daisy,vgg,res,30,d1,0.8062890622721869
color,daisy,vgg,res,10,d1,0.8915943064164328
color,daisy,vgg,res,5,d1,0.9234938933522331
color,daisy,vgg,res,3,d1,0.9321941589828586
color,daisy,vgg,res,1,d1,0.918637661444163
color,edge,gabor,hog,None,d1,0.0905848901769547
color,edge,gabor,hog,300,d1,0.1204242131674109
color,edge,gabor,hog,200,d1,0.1490859863647748
color,edge,gabor,hog,100,d1,0.2146538784543194
color,edge,gabor,hog,50,d1,0.2635988133312812
color,edge,gabor,hog,30,d1,0.3004208600640607
color,edge,gabor,hog,10,d1,0.34869629629629634
color,edge,gabor,hog,5,d1,0.35762222222222223
color,edge,gabor,hog,3,d1,0.3515
color,edge,gabor,hog,1,d1,0.302
color,edge,gabor,vgg,None,d1,0.0995713424598257
color,edge,gabor,vgg,300,d1,0.1344280023215652
color,edge,gabor,vgg,200,d1,0.16679856109183952
color,edge,gabor,vgg,100,d1,0.23890657569424412
color,edge,gabor,vgg,50,d1,0.29158563607177324
color,edge,gabor,vgg,30,d1,0.3310157002465466
color,edge,gabor,vgg,10,d1,0.38895506613756614
color,edge,gabor,vgg,5,d1,0.4002444444444444
color,edge,gabor,vgg,3,d1,0.39799999999999996
color,edge,gabor,vgg,1,d1,0.332
color,edge,gabor,res,None,d1,0.10307949850863653
color,edge,gabor,res,300,d1,0.13138295153103463
color,edge,gabor,res,200,d1,0.1729973356528315
color,edge,gabor,res,100,d1,0.23340035100417797
color,edge,gabor,res,50,d1,0.2880694926039422
color,edge,gabor,res,30,d1,0.32219396993752797
color,edge,gabor,res,10,d1,0.3697720576915249
color,edge,gabor,res,5,d1,0.38615907453113335
color,edge,gabor,res,3,d1,0.38055303541487745
color,edge,gabor,res,1,d1,0.3279021183494868
color,edge,hog,vgg,None,d1,0.10098620580626315
color,edge,hog,vgg,300,d1,0.13647542993743525
color,edge,hog,vgg,200,d1,0.16990325967065104
color,edge,hog,vgg,100,d1,0.24301809179578654
color,edge,hog,vgg,50,d1,0.2966137753464453
color,edge,hog,vgg,30,d1,0.3404823181244744
color,edge,hog,vgg,10,d1,0.3951469973544973
color,edge,hog,vgg,5,d1,0.413275
color,edge,hog,vgg,3,d1,0.407
color,edge,hog,vgg,1,d1,0.34600000000000003
color,edge,hog,res,None,d1,0.10482217359567893
color,edge,hog,res,300,d1,0.13372573319685402
color,edge,hog,res,200,d1,0.17665041984983834
color,edge,hog,res,100,d1,0.24096289809829458
color,edge,hog,res,50,d1,0.29763891793419195
color,edge,hog,res,30,d1,0.33276376291582793
color,edge,hog,res,10,d1,0.3785880965572954
color,edge,hog,res,5,d1,0.39287293573586146
color,edge,hog,res,3,d1,0.38794163403103027
color,edge,hog,res,1,d1,0.3346027084370737
color,edge,vgg,res,None,d1,0.11355578548583375
color,edge,vgg,res,300,d1,0.14585750796273989
color,edge,vgg,res,200,d1,0.19254848449355688
color,edge,vgg,res,100,d1,0.2608243441769534
color,edge,vgg,res,50,d1,0.3239116335916307
color,edge,vgg,res,30,d1,0.351580092087848
color,edge,vgg,res,10,d1,0.41721388717195734
color,edge,vgg,res,5,d1,0.4352569796760973
color,edge,vgg,res,3,d1,0.4314646806438601
color,edge,vgg,res,1,d1,0.373388398151556
color,gabor,hog,vgg,None,d1,0.4985091526855862
color,gabor,hog,vgg,300,d1,0.5201540552920704
color,gabor,hog,vgg,200,d1,0.5499222525630568
color,gabor,hog,vgg,100,d1,0.6172303569100869
color,gabor,hog,vgg,50,d1,0.6882214929491575
color,gabor,hog,vgg,30,d1,0.7416435060837524
color,gabor,hog,vgg,10,d1,0.847900642164273
color,gabor,hog,vgg,5,d1,0.8881944444444444
color,gabor,hog,vgg,3,d1,0.9008333333333332
color,gabor,hog,vgg,1,d1,0.8880000000000001
color,gabor,hog,res,None,d1,0.5116264290753222
color,gabor,hog,res,300,d1,0.5230166258193547
color,gabor,hog,res,200,d1,0.5472481368353975
color,gabor,hog,res,100,d1,0.6106430074136354
color,gabor,hog,res,50,d1,0.6754752091624053
color,gabor,hog,res,30,d1,0.7268833762668951
color,gabor,hog,res,10,d1,0.8255642675659628
color,gabor,hog,res,5,d1,0.8782807948351098
color,gabor,hog,res,3,d1,0.8897044542431538
color,gabor,hog,res,1,d1,0.876610141664321
color,gabor,vgg,res,None,d1,0.6562216319531603
color,gabor,vgg,res,300,d1,0.6620683676483048
color,gabor,vgg,res,200,d1,0.6792620277114584
color,gabor,vgg,res,100,d1,0.727819035305729
color,gabor,vgg,res,50,d1,0.7832827104127422
color,gabor,vgg,res,30,d1,0.8226160578939546
color,gabor,vgg,res,10,d1,0.9079318067978849
color,gabor,vgg,res,5,d1,0.9324320623176273
color,gabor,vgg,res,3,d1,0.9401774608833432
color,gabor,vgg,res,1,d1,0.9288247334021327
color,hog,vgg,res,None,d1,0.6296063332919474
color,hog,vgg,res,300,d1,0.6367854361326145
color,hog,vgg,res,200,d1,0.654798228048592
color,hog,vgg,res,100,d1,0.705775685546513
color,hog,vgg,res,50,d1,0.7584450149346864
color,hog,vgg,res,30,d1,0.8042086813116336
color,hog,vgg,res,10,d1,0.8876800522438946
color,hog,vgg,res,5,d1,0.9199284986083747
color,hog,vgg,res,3,d1,0.9313340173185375
color,hog,vgg,res,1,d1,0.9171457766519686
daisy,edge,gabor,hog,None,d1,0.08445829697455821
daisy,edge,gabor,hog,300,d1,0.1111168064344617
daisy,edge,gabor,hog,200,d1,0.1365219257768321
daisy,edge,gabor,hog,100,d1,0.19830609466226945
daisy,edge,gabor,hog,50,d1,0.24616304995305108
daisy,edge,gabor,hog,30,d1,0.28182641313940293
daisy,edge,gabor,hog,10,d1,0.331757962962963
daisy,edge,gabor,hog,5,d1,0.3337833333333333
daisy,edge,gabor,hog,3,d1,0.3276666666666666
daisy,edge,gabor,hog,1,d1,0.274
daisy,edge,gabor,vgg,None,d1,0.09326041454792092
daisy,edge,gabor,vgg,300,d1,0.12461862812525051
daisy,edge,gabor,vgg,200,d1,0.15500806421549024
daisy,edge,gabor,vgg,100,d1,0.22331268809911534
daisy,edge,gabor,vgg,50,d1,0.274628454526683
daisy,edge,gabor,vgg,30,d1,0.3149633540954986
daisy,edge,gabor,vgg,10,d1,0.37356785714285723
daisy,edge,gabor,vgg,5,d1,0.38562777777777785
daisy,edge,gabor,vgg,3,d1,0.37550000000000006
daisy,edge,gabor,vgg,1,d1,0.318
daisy,edge,gabor,res,None,d1,0.09726170589121926
daisy,edge,gabor,res,300,d1,0.12374077366841597
daisy,edge,gabor,res,200,d1,0.16241011271354056
daisy,edge,gabor,res,100,d1,0.2222604854132982
daisy,edge,gabor,res,50,d1,0.27217101836912233
daisy,edge,gabor,res,30,d1,0.31249014914432655
daisy,edge,gabor,res,10,d1,0.3637714640384205
daisy,edge,gabor,res,5,d1,0.374332788370327
daisy,edge,gabor,res,3,d1,0.36126559003145686
daisy,edge,gabor,res,1,d1,0.3037844712906632
daisy,edge,hog,vgg,None,d1,0.09407365746446342
daisy,edge,hog,vgg,300,d1,0.1260581288166974
daisy,edge,hog,vgg,200,d1,0.15635967543395446
daisy,edge,hog,vgg,100,d1,0.22830899888290893
daisy,edge,hog,vgg,50,d1,0.27816804110111965
daisy,edge,hog,vgg,30,d1,0.31950345331408925
daisy,edge,hog,vgg,10,d1,0.3789203571428571
daisy,edge,hog,vgg,5,d1,0.3911888888888889
daisy,edge,hog,vgg,3,d1,0.38049999999999995
daisy,edge,hog,vgg,1,d1,0.324
daisy,edge,hog,res,None,d1,0.09837191159528282
daisy,edge,hog,res,300,d1,0.12508523455004672
daisy,edge,hog,res,200,d1,0.16477435764640638
daisy,edge,hog,res,100,d1,0.22717295964322426
daisy,edge,hog,res,50,d1,0.27702762186808866
daisy,edge,hog,res,30,d1,0.31529243985543964
daisy,edge,hog,res,10,d1,0.36561128740158666
daisy,edge,hog,res,5,d1,0.37602499280332097
daisy,edge,hog,res,3,d1,0.36478416999237423
daisy,edge,hog,res,1,d1,0.3070263013560227
daisy,edge,vgg,res,None,d1,0.10792437340349244
daisy,edge,vgg,res,300,d1,0.13884879595580668
daisy,edge,vgg,res,200,d1,0.18301626700556195
daisy,edge,vgg,res,100,d1,0.2504776154264843
daisy,edge,vgg,res,50,d1,0.311428356085621
daisy,edge,vgg,res,30,d1,0.3410547200646065
daisy,edge,vgg,res,10,d1,0.4083511044863289
daisy,edge,vgg,res,5,d1,0.41786347446842803
daisy,edge,vgg,res,3,d1,0.41465401484480435
daisy,edge,vgg,res,1,d1,0.36293759817753624
daisy,gabor,hog,vgg,None,d1,0.4927221807352019
daisy,gabor,hog,vgg,300,d1,0.5294789900603666
daisy,gabor,hog,vgg,200,d1,0.5612553165638451
daisy,gabor,hog,vgg,100,d1,0.6149707859987124
daisy,gabor,hog,vgg,50,d1,0.6819512871965254
daisy,gabor,hog,vgg,30,d1,0.737175719162672
daisy,gabor,hog,vgg,10,d1,0.8474291717057193
daisy,gabor,hog,vgg,5,d1,0.8852472222222222
daisy,gabor,hog,vgg,3,d1,0.8973333333333332
daisy,gabor,hog,vgg,1,d1,0.8740000000000001
daisy,gabor,hog,res,None,d1,0.5286883935326471
daisy,gabor,hog,res,300,d1,0.5535283829860989
daisy,gabor,hog,res,200,d1,0.5853736803867785
daisy,gabor,hog,res,100,d1,0.6365021379738706
daisy,gabor,hog,res,50,d1,0.6925444977124425
daisy,gabor,hog,res,30,d1,0.7439082243396544
daisy,gabor,hog,res,10,d1,0.8538383288032406
daisy,gabor,hog,res,5,d1,0.8906643156095232
daisy,gabor,hog,res,3,d1,0.8976635757030493
daisy,gabor,hog,res,1,d1,0.8794250711448853
daisy,gabor,vgg,res,None,d1,0.6972424102775403
daisy,gabor,vgg,res,300,d1,0.7065411022999695
daisy,gabor,vgg,res,200,d1,0.7226693612647916
daisy,gabor,vgg,res,100,d1,0.7555572073977082
daisy,gabor,vgg,res,50,d1,0.8038431669681988
daisy,gabor,vgg,res,30,d1,0.8442753783384568
daisy,gabor,vgg,res,10,d1,0.9162156491866031
daisy,gabor,vgg,res,5,d1,0.9394081180443797
daisy,gabor,vgg,res,3,d1,0.948999614306116
daisy,gabor,vgg,res,1,d1,0.9451766738593363
daisy,hog,vgg,res,None,d1,0.6449883607953535
daisy,hog,vgg,res,300,d1,0.6633782986377124
daisy,hog,vgg,res,200,d1,0.6823174911549106
daisy,hog,vgg,res,100,d1,0.7205807264965819
daisy,hog,vgg,res,50,d1,0.7768578682201382
daisy,hog,vgg,res,30,d1,0.8159415268765351
daisy,hog,vgg,res,10,d1,0.8960450544154765
daisy,hog,vgg,res,5,d1,0.9230698393847583
daisy,hog,vgg,res,3,d1,0.932495252998349
daisy,hog,vgg,res,1,d1,0.9262079776089064
edge,gabor,hog,vgg,None,d1,0.09353848648188516
edge,gabor,hog,vgg,300,d1,0.1247059058118208
edge,gabor,hog,vgg,200,d1,0.15491908293390289
edge,gabor,hog,vgg,100,d1,0.22421601963654061
edge,gabor,hog,vgg,50,d1,0.27790310997412776
edge,gabor,hog,vgg,30,d1,0.31430539028311555
edge,gabor,hog,vgg,10,d1,0.37704473544973544
edge,gabor,hog,vgg,5,d1,0.3854861111111111
edge,gabor,hog,vgg,3,d1,0.37699999999999995
edge,gabor,hog,vgg,1,d1,0.32199999999999995
edge,gabor,hog,res,None,d1,0.09723141640212629
edge,gabor,hog,res,300,d1,0.12335635531395144
edge,gabor,hog,res,200,d1,0.16240159021765288
edge,gabor,hog,res,100,d1,0.22320428628089595
edge,gabor,hog,res,50,d1,0.27547926931667027
edge,gabor,hog,res,30,d1,0.3154876293421061
edge,gabor,hog,res,10,d1,0.36454156927094233
edge,gabor,hog,res,5,d1,0.3752099498397486
edge,gabor,hog,res,3,d1,0.3635961369068954
edge,gabor,hog,res,1,d1,0.3036812721162566
edge,gabor,vgg,res,None,d1,0.10648798763667636
edge,gabor,vgg,res,300,d1,0.13669189874010818
edge,gabor,vgg,res,200,d1,0.17982280053359528
edge,gabor,vgg,res,100,d1,0.24667610074831664
edge,gabor,vgg,res,50,d1,0.3048678530898148
edge,gabor,vgg,res,30,d1,0.3371162394448831
edge,gabor,vgg,res,10,d1,0.3980383340150084
edge,gabor,vgg,res,5,d1,0.4154096488221101
edge,gabor,vgg,res,3,d1,0.4107212133841391
edge,gabor,vgg,res,1,d1,0.35229638730722324
edge,hog,vgg,res,None,d1,0.10807983646577946
edge,hog,vgg,res,300,d1,0.13850137173017715
edge,hog,vgg,res,200,d1,0.18234956039172914
edge,hog,vgg,res,100,d1,0.25096386492255635
edge,hog,vgg,res,50,d1,0.31344827598531255
edge,hog,vgg,res,30,d1,0.345465347676938
edge,hog,vgg,res,10,d1,0.4039693568549708
edge,hog,vgg,res,5,d1,0.423854588784968
edge,hog,vgg,res,3,d1,0.4147998279813295
edge,hog,vgg,res,1,d1,0.36151176085696207
gabor,hog,vgg,res,None,d1,0.6858274894168005
gabor,hog,vgg,res,300,d1,0.6981944816819001
gabor,hog,vgg,res,200,d1,0.7170451164925482
gabor,hog,vgg,res,100,d1,0.7537945125037182
gabor,hog,vgg,res,50,d1,0.8040538475081894
gabor,hog,vgg,res,30,d1,0.841606579988818
gabor,hog,vgg,res,10,d1,0.9184408914303235
gabor,hog,vgg,res,5,d1,0.9376981028431493
gabor,hog,vgg,res,3,d1,0.9422816738072157
gabor,hog,vgg,res,1,d1,0.9354126559714796
