feat0,feat1,feat2,feat3,feat4,depth,distance,MMAP
color,daisy,edge,hog,res,1,d1,0.2670145044154332
color,daisy,edge,vgg,res,None,d1,0.08668074019405764
color,daisy,edge,vgg,res,300,d1,0.1062602912820438
color,daisy,edge,vgg,res,200,d1,0.13709630961052685
color,daisy,edge,vgg,res,100,d1,0.1878690926086492
color,daisy,edge,vgg,res,50,d1,0.23434553803311828
color,daisy,edge,vgg,res,30,d1,0.2698018265759141
color,daisy,edge,vgg,res,10,d1,0.31472820769797033
color,daisy,edge,vgg,res,5,d1,0.31680271186501835
color,daisy,edge,vgg,res,3,d1,0.3074320086231851
color,daisy,edge,vgg,res,1,d1,0.26947064476631044
color,daisy,gabor,hog,vgg,None,d1,0.22144426110642024
color,daisy,gabor,hog,vgg,300,d1,0.2556976994784592
color,daisy,gabor,hog,vgg,200,d1,0.2979978018637281
color,daisy,gabor,hog,vgg,100,d1,0.3677303870153768
color,daisy,gabor,hog,vgg,50,d1,0.43313160534423084
color,daisy,gabor,hog,vgg,30,d1,0.48246639217219617
color,daisy,gabor,hog,vgg,10,d1,0.5817327100655078
color,daisy,gabor,hog,vgg,5,d1,0.6182083333333334
color,daisy,gabor,hog,vgg,3,d1,0.6298333333333332
color,daisy,gabor,hog,vgg,1,d1,0.5820000000000001
color,daisy,gabor,hog,res,None,d1,0.1864070320663704
color,daisy,gabor,hog,res,300,d1,0.20089006467284418
color,daisy,gabor,hog,res,200,d1,0.23116122385708335
color,daisy,gabor,hog,res,100,d1,0.2868001908655516
color,daisy,gabor,hog,res,50,d1,0.3506304464304193
color,daisy,gabor,hog,res,30,d1,0.38697471517514004
color,daisy,gabor,hog,res,10,d1,0.45423543932108434
color,daisy,gabor,hog,res,5,d1,0.4724215335461465
color,daisy,gabor,hog,res,3,d1,0.4747210070058367
color,daisy,gabor,hog,res,1,d1,0.4289206641311904
color,daisy,gabor,vgg,res,None,d1,0.25860961566007307
color,daisy,gabor,vgg,res,300,d1,0.27898298451958103
color,daisy,gabor,vgg,res,200,d1,0.31920130484128634
color,daisy,gabor,vgg,res,100,d1,0.3973379979895561
color,daisy,gabor,vgg,res,50,d1,0.45885870980268534
color,daisy,gabor,vgg,res,30,d1,0.5025660962892339
color,daisy,gabor,vgg,res,10,d1,0.5939582481806336
color,daisy,gabor,vgg,res,5,d1,0.6259482943570018
color,daisy,gabor,vgg,res,3,d1,0.639128538701294
color,daisy,gabor,vgg,res,1,d1,0.5965960967137438
color,daisy,hog,vgg,res,None,d1,0.23906937342492138
color,daisy,hog,vgg,res,300,d1,0.25845365810103105
color,daisy,hog,vgg,res,200,d1,0.2919611815482526
color,daisy,hog,vgg,res,100,d1,0.36446470521298124
color,daisy,hog,vgg,res,50,d1,0.42995266865562093
color,daisy,hog,vgg,res,30,d1,0.46931766927679647
color,daisy,hog,vgg,res,10,d1,0.5620093036687678
color,daisy,hog,vgg,res,5,d1,0.5884139461014847
color,daisy,hog,vgg,res,3,d1,0.5981431828405512
color,daisy,hog,vgg,res,1,d1,0.5339139742266678
color,edge,gabor,hog,vgg,None,d1,0.08091705765417222
color,edge,gabor,hog,vgg,300,d1,0.10509602468516269
color,edge,gabor,hog,vgg,200,d1,0.12988256819000144
color,edge,gabor,hog,vgg,100,d1,0.1835930466345455
color,edge,gabor,hog,vgg,50,d1,0.22899396869376576
color,edge,gabor,hog,vgg,30,d1,0.2635015858931778
color,edge,gabor,hog,vgg,10,d1,0.3059942724867725
color,edge,gabor,hog,vgg,5,d1,0.30385555555555555
color,edge,gabor,hog,vgg,3,d1,0.2973333333333333
color,edge,gabor,hog,vgg,1,d1,0.254
color,edge,gabor,hog,res,None,d1,0.08637329939458285
color,edge,gabor,hog,res,300,d1,0.10642152500615816
color,edge,gabor,hog,res,200,d1,0.1366495700442364
color,edge,gabor,hog,res,100,d1,0.18787458769643045
color,edge,gabor,hog,res,50,d1,0.24040583178253372
color,edge,gabor,hog,res,30,d1,0.2692425149572801
color,edge,gabor,hog,res,10,d1,0.31882248127546114
color,edge,gabor,hog,res,5,d1,0.3169730966087003
color,edge,gabor,hog,res,3,d1,0.31014309704170384
color,edge,gabor,hog,res,1,d1,0.2751070084026741
color,edge,gabor,vgg,res,None,d1,0.08645471522874715
color,edge,gabor,vgg,res,300,d1,0.10675736107153565
color,edge,gabor,vgg,res,200,d1,0.1379236940071678
color,edge,gabor,vgg,res,100,d1,0.18493766573248327
color,edge,gabor,vgg,res,50,d1,0.23611747027985786
color,edge,gabor,vgg,res,30,d1,0.26684940362641485
color,edge,gabor,vgg,res,10,d1,0.31176400610197047
color,edge,gabor,vgg,res,5,d1,0.31335952357183006
color,edge,gabor,vgg,res,3,d1,0.3063604459695791
color,edge,gabor,vgg,res,1,d1,0.2685456048939021
color,edge,hog,vgg,res,None,d1,0.08654038111050438
color,edge,hog,vgg,res,300,d1,0.10656015304533618
color,edge,hog,vgg,res,200,d1,0.136878460758248
color,edge,hog,vgg,res,100,d1,0.18583187854443825
color,edge,hog,vgg,res,50,d1,0.23898730256446776
color,edge,hog,vgg,res,30,d1,0.2698372196796142
color,edge,hog,vgg,res,10,d1,0.31663264048329837
color,edge,hog,vgg,res,5,d1,0.3184006245541333
color,edge,hog,vgg,res,3,d1,0.31073786828353395
color,edge,hog,vgg,res,1,d1,0.2707540672262035
color,gabor,hog,vgg,res,None,d1,0.24285143062039363
color,gabor,hog,vgg,res,300,d1,0.26199783038205043
color,gabor,hog,vgg,res,200,d1,0.29825041518040823
color,gabor,hog,vgg,res,100,d1,0.3704119496869952
color,gabor,hog,vgg,res,50,d1,0.4323720571933384
color,gabor,hog,vgg,res,30,d1,0.4707366029897306
color,gabor,hog,vgg,res,10,d1,0.5599329364176395
color,gabor,hog,vgg,res,5,d1,0.5916771902093625
color,gabor,hog,vgg,res,3,d1,0.5974009137577249
color,gabor,hog,vgg,res,1,d1,0.546656398469092
daisy,edge,gabor,hog,vgg,None,d1,0.07685573411283737
daisy,edge,gabor,hog,vgg,300,d1,0.09766033484022868
daisy,edge,gabor,hog,vgg,200,d1,0.1202223208913971
daisy,edge,gabor,hog,vgg,100,d1,0.1682130499954092
daisy,edge,gabor,hog,vgg,50,d1,0.2155917988672115
daisy,edge,gabor,hog,vgg,30,d1,0.2420528740771519
daisy,edge,gabor,hog,vgg,10,d1,0.2768791572184429
daisy,edge,gabor,hog,vgg,5,d1,0.2737861111111111
daisy,edge,gabor,hog,vgg,3,d1,0.26766666666666666
daisy,edge,gabor,hog,vgg,1,d1,0.222
daisy,edge,gabor,hog,res,None,d1,0.08344326740754243
daisy,edge,gabor,hog,res,300,d1,0.10144324744003137
daisy,edge,gabor,hog,res,200,d1,0.13102208360495513
daisy,edge,gabor,hog,res,100,d1,0.17900911201177774
daisy,edge,gabor,hog,res,50,d1,0.22696312942140281
daisy,edge,gabor,hog,res,30,d1,0.2524574728538256
daisy,edge,gabor,hog,res,10,d1,0.2936865773013631
daisy,edge,gabor,hog,res,5,d1,0.2961054599606715
daisy,edge,gabor,hog,res,3,d1,0.28308402834409024
daisy,edge,gabor,hog,res,1,d1,0.24136740589991365
daisy,edge,gabor,vgg,res,None,d1,0.08329660183601886
daisy,edge,gabor,vgg,res,300,d1,0.10252180659271821
daisy,edge,gabor,vgg,res,200,d1,0.13135385254816812
daisy,edge,gabor,vgg,res,100,d1,0.17592567994372824
daisy,edge,gabor,vgg,res,50,d1,0.22302463539829767
daisy,edge,gabor,vgg,res,30,d1,0.25183639187850243
daisy,edge,gabor,vgg,res,10,d1,0.29839827066437746
daisy,edge,gabor,vgg,res,5,d1,0.297275297636469
daisy,edge,gabor,vgg,res,3,d1,0.2874701636512782
daisy,edge,gabor,vgg,res,1,d1,0.2452132951327998
daisy,edge,hog,vgg,res,None,d1,0.08405643150944567
daisy,edge,hog,vgg,res,300,d1,0.10303953706109148
daisy,edge,hog,vgg,res,200,d1,0.13358119495708506
daisy,edge,hog,vgg,res,100,d1,0.1819366790924641
daisy,edge,hog,vgg,res,50,d1,0.22950329026191177
daisy,edge,hog,vgg,res,30,d1,0.2604007715595167
daisy,edge,hog,vgg,res,10,d1,0.3007059311395805
daisy,edge,hog,vgg,res,5,d1,0.3028908857033728
daisy,edge,hog,vgg,res,3,d1,0.29852800109533856
daisy,edge,hog,vgg,res,1,d1,0.2536187043091068
daisy,gabor,hog,vgg,res,None,d1,0.46581390734147454
daisy,gabor,hog,vgg,res,300,d1,0.5087762210821722
daisy,gabor,hog,vgg,res,200,d1,0.5482850826066862
daisy,gabor,hog,vgg,res,100,d1,0.6039409165171917
daisy,gabor,hog,vgg,res,50,d1,0.6715701310644139
daisy,gabor,hog,vgg,res,30,d1,0.7152216881300282
daisy,gabor,hog,vgg,res,10,d1,0.8233460482484816
daisy,gabor,hog,vgg,res,5,d1,0.861773952833086
daisy,gabor,hog,vgg,res,3,d1,0.8741011399018365
daisy,gabor,hog,vgg,res,1,d1,0.8606578081361365
edge,gabor,hog,vgg,res,None,d1,0.08417604916348342
edge,gabor,hog,vgg,res,300,d1,0.1045632614777925
edge,gabor,hog,vgg,res,200,d1,0.13570015352103973
edge,gabor,hog,vgg,res,100,d1,0.18639338505289482
edge,gabor,hog,vgg,res,50,d1,0.2330843876990632
edge,gabor,hog,vgg,res,30,d1,0.2683751538935899
edge,gabor,hog,vgg,res,10,d1,0.31059018387761056
edge,gabor,hog,vgg,res,5,d1,0.31228790737413026
edge,gabor,hog,vgg,res,3,d1,0.3044697276407803
edge,gabor,hog,vgg,res,1,d1,0.26388014221760353
