feat0,feat1,feat2,depth,distance,MMAP
color,gabor,vgg,50,d1,0.5325754868048602
color,gabor,vgg,30,d1,0.5854070589169685
color,gabor,vgg,10,d1,0.6917523463088939
color,gabor,vgg,5,d1,0.7280500000000001
color,gabor,vgg,3,d1,0.7406666666666666
color,gabor,vgg,1,d1,0.7040000000000001
color,gabor,res,None,d1,0.2531668745061111
color,gabor,res,300,d1,0.27065874049273636
color,gabor,res,200,d1,0.3006038593372612
color,gabor,res,100,d1,0.3667346592877863
color,gabor,res,50,d1,0.4217932908673193
color,gabor,res,30,d1,0.4651057355938592
color,gabor,res,10,d1,0.5363953830102638
color,gabor,res,5,d1,0.5596812422587255
color,gabor,res,3,d1,0.5613348242887717
color,gabor,res,1,d1,0.523766156444175
color,hog,vgg,None,d1,0.2911381316875861
color,hog,vgg,300,d1,0.3229360050504908
color,hog,vgg,200,d1,0.35904451919207936
color,hog,vgg,100,d1,0.4242048449445632
color,hog,vgg,50,d1,0.4948220555951707
color,hog,vgg,30,d1,0.5511231160152111
color,hog,vgg,10,d1,0.6679160818216175
color,hog,vgg,5,d1,0.7099499999999999
color,hog,vgg,3,d1,0.7225
color,hog,vgg,1,d1,0.672
color,hog,res,None,d1,0.2191688200720381
color,hog,res,300,d1,0.2344163759682662
color,hog,res,200,d1,0.2616719765250662
color,hog,res,100,d1,0.31364459686530954
color,hog,res,50,d1,0.3694615030129137
color,hog,res,30,d1,0.4121924129292769
color,hog,res,10,d1,0.48334436788825597
color,hog,res,5,d1,0.507930840526003
color,hog,res,3,d1,0.499565601237428
color,hog,res,1,d1,0.4534419462546398
color,vgg,res,None,d1,0.3601199641231025
color,vgg,res,300,d1,0.3745896085166078
color,vgg,res,200,d1,0.41113204012606436
color,vgg,res,100,d1,0.47983674562757633
color,vgg,res,50,d1,0.5425599627669525
color,vgg,res,30,d1,0.5927485009440305
color,vgg,res,10,d1,0.6807647383789133
color,vgg,res,5,d1,0.7217159789995959
color,vgg,res,3,d1,0.7294956539275423
color,vgg,res,1,d1,0.7005551393910526
daisy,edge,gabor,None,d1,0.07759662704654784
daisy,edge,gabor,300,d1,0.09999352578212335
daisy,edge,gabor,200,d1,0.12351352788771595
daisy,edge,gabor,100,d1,0.17106121336236937
daisy,edge,gabor,50,d1,0.21611514299039938
daisy,edge,gabor,30,d1,0.24429270086058674
daisy,edge,gabor,10,d1,0.2838026455026455
daisy,edge,gabor,5,d1,0.2745694444444444
daisy,edge,gabor,3,d1,0.26716666666666666
daisy,edge,gabor,1,d1,0.22399999999999998
daisy,edge,hog,None,d1,0.07794583155496712
daisy,edge,hog,300,d1,0.10132676480009534
daisy,edge,hog,200,d1,0.1241496737752795
daisy,edge,hog,100,d1,0.1702600037377131
daisy,edge,hog,50,d1,0.21821233813138322
daisy,edge,hog,30,d1,0.25039323850739775
daisy,edge,hog,10,d1,0.2875987074829932
daisy,edge,hog,5,d1,0.2897027777777778
daisy,edge,hog,3,d1,0.2805
daisy,edge,hog,1,d1,0.236
daisy,edge,vgg,None,d1,0.07790231454508915
daisy,edge,vgg,300,d1,0.10045757822602792
daisy,edge,vgg,200,d1,0.12318407156259402
daisy,edge,vgg,100,d1,0.17354810579100555
daisy,edge,vgg,50,d1,0.2146505742869061
daisy,edge,vgg,30,d1,0.24675543290222493
daisy,edge,vgg,10,d1,0.28061676587301587
daisy,edge,vgg,5,d1,0.282675
daisy,edge,vgg,3,d1,0.27399999999999997
daisy,edge,vgg,1,d1,0.236
daisy,edge,res,None,d1,0.08381854189720171
daisy,edge,res,300,d1,0.10324686128247107
daisy,edge,res,200,d1,0.13254908299916704
daisy,edge,res,100,d1,0.17877338865366454
daisy,edge,res,50,d1,0.23032822444955972
daisy,edge,res,30,d1,0.25694460759302545
daisy,edge,res,10,d1,0.2963238399001144
daisy,edge,res,5,d1,0.29872681845445004
daisy,edge,res,3,d1,0.2905711621253417
daisy,edge,res,1,d1,0.24050861677022667
daisy,gabor,hog,None,d1,0.16053070850735054
daisy,gabor,hog,300,d1,0.19337094764941454
daisy,gabor,hog,200,d1,0.22130113673934687
daisy,gabor,hog,100,d1,0.27515637911581786
daisy,gabor,hog,50,d1,0.3388623034573255
daisy,gabor,hog,30,d1,0.38930918423416855
daisy,gabor,hog,10,d1,0.4717013643235072
daisy,gabor,hog,5,d1,0.4966583333333333
daisy,gabor,hog,3,d1,0.49
daisy,gabor,hog,1,d1,0.4219999999999999
daisy,gabor,vgg,None,d1,0.5359939221063209
daisy,gabor,vgg,300,d1,0.5632795184271583
daisy,gabor,vgg,200,d1,0.5917870377087115
daisy,gabor,vgg,100,d1,0.641587148377848
daisy,gabor,vgg,50,d1,0.7066661331891023
daisy,gabor,vgg,30,d1,0.7583087682291721
daisy,gabor,vgg,10,d1,0.8643268175233058
daisy,gabor,vgg,5,d1,0.9038666666666666
daisy,gabor,vgg,3,d1,0.9129999999999999
daisy,gabor,vgg,1,d1,0.902
daisy,gabor,res,None,d1,0.3898586253839117
daisy,gabor,res,300,d1,0.4168057532781652
daisy,gabor,res,200,d1,0.45938481990503166
daisy,gabor,res,100,d1,0.535795760964232
daisy,gabor,res,50,d1,0.619478056875997
daisy,gabor,res,30,d1,0.6807066935047138
daisy,gabor,res,10,d1,0.7875559480769418
daisy,gabor,res,5,d1,0.827854188356936
daisy,gabor,res,3,d1,0.8368005107637461
daisy,gabor,res,1,d1,0.8154068128294135
daisy,hog,vgg,None,d1,0.4722105794679326
daisy,hog,vgg,300,d1,0.5338764170607341
daisy,hog,vgg,200,d1,0.566960772171387
daisy,hog,vgg,100,d1,0.6202186402094673
daisy,hog,vgg,50,d1,0.6835433609168448
daisy,hog,vgg,30,d1,0.7326958518317457
daisy,hog,vgg,10,d1,0.8374433727009322
daisy,hog,vgg,5,d1,0.879922222222222
daisy,hog,vgg,3,d1,0.8981666666666667
daisy,hog,vgg,1,d1,0.88
daisy,hog,res,None,d1,0.34339556116553765
daisy,hog,res,300,d1,0.3963227964001092
daisy,hog,res,200,d1,0.4383479834137763
daisy,hog,res,100,d1,0.49052158106877636
daisy,hog,res,50,d1,0.5515546450247759
daisy,hog,res,30,d1,0.6021313407556445
daisy,hog,res,10,d1,0.7106673261208537
daisy,hog,res,5,d1,0.7510240897554172
daisy,hog,res,3,d1,0.7539160312941273
daisy,hog,res,1,d1,0.7147530304233091
daisy,vgg,res,None,d1,0.6301322673340871
daisy,vgg,res,300,d1,0.645072967157284
daisy,vgg,res,200,d1,0.6653864918343189
daisy,vgg,res,100,d1,0.7029538764316728
daisy,vgg,res,50,d1,0.7558674918497392
daisy,vgg,res,30,d1,0.8034363898466418
daisy,vgg,res,10,d1,0.8868289035529056
daisy,vgg,res,5,d1,0.9159848320517632
daisy,vgg,res,3,d1,0.9253117839905767
daisy,vgg,res,1,d1,0.9215020952559653
edge,gabor,hog,None,d1,0.07812701855177406
edge,gabor,hog,300,d1,0.10111539300999237
edge,gabor,hog,200,d1,0.12327855200528237
edge,gabor,hog,100,d1,0.1749154460956474
edge,gabor,hog,50,d1,0.2199234282291593
edge,gabor,hog,30,d1,0.25107088048977705
edge,gabor,hog,10,d1,0.28531267573696145
edge,gabor,hog,5,d1,0.27899722222222223
edge,gabor,hog,3,d1,0.27449999999999997
edge,gabor,hog,1,d1,0.23600000000000002
edge,gabor,vgg,None,d1,0.07902444717175942
edge,gabor,vgg,300,d1,0.10145064402265042
edge,gabor,vgg,200,d1,0.12553275183931542
edge,gabor,vgg,100,d1,0.17494556104361025
edge,gabor,vgg,50,d1,0.2223413693851222
edge,gabor,vgg,30,d1,0.25221352804046004
edge,gabor,vgg,10,d1,0.29152414682539685
edge,gabor,vgg,5,d1,0.291275
edge,gabor,vgg,3,d1,0.28099999999999997
edge,gabor,vgg,1,d1,0.25
edge,gabor,res,None,d1,0.08433344154939039
edge,gabor,res,300,d1,0.10346617061507979
edge,gabor,res,200,d1,0.13429126399819677
edge,gabor,res,100,d1,0.17810805696290608
edge,gabor,res,50,d1,0.22676421521962495
edge,gabor,res,30,d1,0.2578975490345084
edge,gabor,res,10,d1,0.30287819420317097
edge,gabor,res,5,d1,0.2997023042068966
edge,gabor,res,3,d1,0.29651810816748897
edge,gabor,res,1,d1,0.2549436325628276
edge,hog,vgg,None,d1,0.07903984082139882
edge,hog,vgg,300,d1,0.1022965799283404
edge,hog,vgg,200,d1,0.1274520488230216
edge,hog,vgg,100,d1,0.17682245231494279
edge,hog,vgg,50,d1,0.22099545786235533
edge,hog,vgg,30,d1,0.2518048484061811
edge,hog,vgg,10,d1,0.28794673941798943
edge,hog,vgg,5,d1,0.2897
edge,hog,vgg,3,d1,0.2808333333333333
edge,hog,vgg,1,d1,0.23600000000000002
edge,hog,res,None,d1,0.08549425002897058
edge,hog,res,300,d1,0.10538673270434179
edge,hog,res,200,d1,0.13692828553771857
edge,hog,res,100,d1,0.18235204307692157
edge,hog,res,50,d1,0.23398138194550852
edge,hog,res,30,d1,0.2647373996712013
edge,hog,res,10,d1,0.3111516928924953
edge,hog,res,5,d1,0.30760826822243237
edge,hog,res,3,d1,0.29766025701165016
edge,hog,res,1,d1,0.25808564088130653
edge,vgg,res,None,d1,0.08543742334118284
edge,vgg,res,300,d1,0.10563473058921571
edge,vgg,res,200,d1,0.13804812481102374
edge,vgg,res,100,d1,0.18382647190098453
edge,vgg,res,50,d1,0.23914756784396915
edge,vgg,res,30,d1,0.26994447462263227
edge,vgg,res,10,d1,0.30571075445022816
edge,vgg,res,5,d1,0.30676974991907907
edge,vgg,res,3,d1,0.3047460470386167
edge,vgg,res,1,d1,0.2657464595947568
gabor,hog,vgg,None,d1,0.45987853638052256
gabor,hog,vgg,300,d1,0.5087166618082805
gabor,hog,vgg,200,d1,0.5446768990387175
gabor,hog,vgg,100,d1,0.6033755306856107
gabor,hog,vgg,50,d1,0.6710751417756785
gabor,hog,vgg,30,d1,0.7248068673471062
gabor,hog,vgg,10,d1,0.8335000746409675
gabor,hog,vgg,5,d1,0.8741888888888889
gabor,hog,vgg,3,d1,0.8845000000000001
gabor,hog,vgg,1,d1,0.8640000000000001
gabor,hog,res,None,d1,0.3487565881921823
gabor,hog,res,300,d1,0.3930265690778835
gabor,hog,res,200,d1,0.4362356642550897
gabor,hog,res,100,d1,0.5023310753892226
gabor,hog,res,50,d1,0.5751331055914117
gabor,hog,res,30,d1,0.6231610925323671
gabor,hog,res,10,d1,0.7353633650717779
gabor,hog,res,5,d1,0.7711196254439288
gabor,hog,res,3,d1,0.7766502065186275
gabor,hog,res,1,d1,0.7554046718675202
gabor,vgg,res,None,d1,0.647064053335652
gabor,vgg,res,300,d1,0.6597148758434783
gabor,vgg,res,200,d1,0.6832394654632982
gabor,vgg,res,100,d1,0.7250226434500258
gabor,vgg,res,50,d1,0.7768946158007982
gabor,vgg,res,30,d1,0.8202016382419518
gabor,vgg,res,10,d1,0.8997216681199848
gabor,vgg,res,5,d1,0.9250184225160232
gabor,vgg,res,3,d1,0.9305499734183945
gabor,vgg,res,1,d1,0.9204707915063952
hog,vgg,res,None,d1,0.5496756579216164
hog,vgg,res,300,d1,0.5852594091727572
hog,vgg,res,200,d1,0.616159520539589
hog,vgg,res,100,d1,0.6651440433304622
hog,vgg,res,50,d1,0.7259562645011387
hog,vgg,res,30,d1,0.7732651963534545
hog,vgg,res,10,d1,0.857969619774894
hog,vgg,res,5,d1,0.8870284966839147
hog,vgg,res,3,d1,0.8957008370599701
hog,vgg,res,1,d1,0.8836095474872565
