feat0,feat1,feat2,feat3,depth,distance,MMAP
color,edge,vgg,res,1,d1,0.2925107589349075
color,gabor,hog,vgg,None,d1,0.3053097969171358
color,gabor,hog,vgg,300,d1,0.3380514522250159
color,gabor,hog,vgg,200,d1,0.3738845490305726
color,gabor,hog,vgg,100,d1,0.4425742069545211
color,gabor,hog,vgg,50,d1,0.5139036098390469
color,gabor,hog,vgg,30,d1,0.5648041509472163
color,gabor,hog,vgg,10,d1,0.6783187644872762
color,gabor,hog,vgg,5,d1,0.7239749999999999
color,gabor,hog,vgg,3,d1,0.741
color,gabor,hog,vgg,1,d1,0.694
color,gabor,hog,res,None,d1,0.22927246341827215
color,gabor,hog,res,300,d1,0.2462743361700756
color,gabor,hog,res,200,d1,0.2747052540436248
color,gabor,hog,res,100,d1,0.33015482532704854
color,gabor,hog,res,50,d1,0.38707897829451704
color,gabor,hog,res,30,d1,0.43627895796165
color,gabor,hog,res,10,d1,0.51546568488389
color,gabor,hog,res,5,d1,0.5403481377072837
color,gabor,hog,res,3,d1,0.5385838066302463
color,gabor,hog,res,1,d1,0.4869901611975916
color,gabor,vgg,res,None,d1,0.36237646075321706
color,gabor,vgg,res,300,d1,0.3784426274571975
color,gabor,vgg,res,200,d1,0.4145643204505341
color,gabor,vgg,res,100,d1,0.4847575445133154
color,gabor,vgg,res,50,d1,0.5536592756865928
color,gabor,vgg,res,30,d1,0.5987437497666854
color,gabor,vgg,res,10,d1,0.6942013750778263
color,gabor,vgg,res,5,d1,0.7297449841469256
color,gabor,vgg,res,3,d1,0.742314012355034
color,gabor,vgg,res,1,d1,0.6989859863218996
color,hog,vgg,res,None,d1,0.3321715733395956
color,hog,vgg,res,300,d1,0.3510155651302805
color,hog,vgg,res,200,d1,0.3844861395023305
color,hog,vgg,res,100,d1,0.45346766416387135
color,hog,vgg,res,50,d1,0.5151903045164242
color,hog,vgg,res,30,d1,0.5662765843591102
color,hog,vgg,res,10,d1,0.6726139569897621
color,hog,vgg,res,5,d1,0.7140832028826675
color,hog,vgg,res,3,d1,0.7283242546926758
color,hog,vgg,res,1,d1,0.689671895184279
daisy,edge,gabor,hog,None,d1,0.07822799391751956
daisy,edge,gabor,hog,300,d1,0.10122601189801635
daisy,edge,gabor,hog,200,d1,0.1233379071109367
daisy,edge,gabor,hog,100,d1,0.17277150454643375
daisy,edge,gabor,hog,50,d1,0.21903797136994413
daisy,edge,gabor,hog,30,d1,0.2500168530261319
daisy,edge,gabor,hog,10,d1,0.28980527777777776
daisy,edge,gabor,hog,5,d1,0.2899527777777778
daisy,edge,gabor,hog,3,d1,0.2781666666666667
daisy,edge,gabor,hog,1,d1,0.23399999999999999
daisy,edge,gabor,vgg,None,d1,0.07837261558282392
daisy,edge,gabor,vgg,300,d1,0.10096514209889959
daisy,edge,gabor,vgg,200,d1,0.12592135284014877
daisy,edge,gabor,vgg,100,d1,0.17767572179387403
daisy,edge,gabor,vgg,50,d1,0.22410618944129834
daisy,edge,gabor,vgg,30,d1,0.2520110622698946
daisy,edge,gabor,vgg,10,d1,0.2932462103174603
daisy,edge,gabor,vgg,5,d1,0.29365277777777776
daisy,edge,gabor,vgg,3,d1,0.2811666666666667
daisy,edge,gabor,vgg,1,d1,0.242
daisy,edge,gabor,res,None,d1,0.08411293565910918
daisy,edge,gabor,res,300,d1,0.10382693182558167
daisy,edge,gabor,res,200,d1,0.13341527651369964
daisy,edge,gabor,res,100,d1,0.1799730066297601
daisy,edge,gabor,res,50,d1,0.22545794927386154
daisy,edge,gabor,res,30,d1,0.25878366659214586
daisy,edge,gabor,res,10,d1,0.29422545677528905
daisy,edge,gabor,res,5,d1,0.29325773995812693
daisy,edge,gabor,res,3,d1,0.28410057609515815
daisy,edge,gabor,res,1,d1,0.23434779805677639
daisy,edge,hog,vgg,None,d1,0.07832720954996397
daisy,edge,hog,vgg,300,d1,0.10089038133872177
daisy,edge,hog,vgg,200,d1,0.12355460384594612
daisy,edge,hog,vgg,100,d1,0.17371987843632397
daisy,edge,hog,vgg,50,d1,0.22040777544292017
daisy,edge,hog,vgg,30,d1,0.2521462807326476
daisy,edge,hog,vgg,10,d1,0.29011202380952383
daisy,edge,hog,vgg,5,d1,0.2902
daisy,edge,hog,vgg,3,d1,0.2811666666666666
daisy,edge,hog,vgg,1,d1,0.242
daisy,edge,hog,res,None,d1,0.08373180925865804
daisy,edge,hog,res,300,d1,0.10309970181382719
daisy,edge,hog,res,200,d1,0.13266495789839128
daisy,edge,hog,res,100,d1,0.18041847108369222
daisy,edge,hog,res,50,d1,0.2319714715790404
daisy,edge,hog,res,30,d1,0.2613712014253878
daisy,edge,hog,res,10,d1,0.29890598152420905
daisy,edge,hog,res,5,d1,0.29843383158808856
daisy,edge,hog,res,3,d1,0.29299349813126896
daisy,edge,hog,res,1,d1,0.2449805809945129
daisy,edge,vgg,res,None,d1,0.08538829095458374
daisy,edge,vgg,res,300,d1,0.10601539535859966
daisy,edge,vgg,res,200,d1,0.13866966265847996
daisy,edge,vgg,res,100,d1,0.18374028236269063
daisy,edge,vgg,res,50,d1,0.23665279861796001
daisy,edge,vgg,res,30,d1,0.26460198215225
daisy,edge,vgg,res,10,d1,0.3099903252606813
daisy,edge,vgg,res,5,d1,0.31094332024399746
daisy,edge,vgg,res,3,d1,0.3029196048762612
daisy,edge,vgg,res,1,d1,0.2585106807537148
daisy,gabor,hog,vgg,None,d1,0.45764713660183715
daisy,gabor,hog,vgg,300,d1,0.5110323957921866
daisy,gabor,hog,vgg,200,d1,0.5470494416913182
daisy,gabor,hog,vgg,100,d1,0.6076815654873602
daisy,gabor,hog,vgg,50,d1,0.6753918239782208
daisy,gabor,hog,vgg,30,d1,0.7253335989703977
daisy,gabor,hog,vgg,10,d1,0.8372828486394558
daisy,gabor,hog,vgg,5,d1,0.8816388888888889
daisy,gabor,hog,vgg,3,d1,0.8983333333333333
daisy,gabor,hog,vgg,1,d1,0.88
daisy,gabor,hog,res,None,d1,0.30796426958939077
daisy,gabor,hog,res,300,d1,0.34804486306151927
daisy,gabor,hog,res,200,d1,0.39490954567331715
daisy,gabor,hog,res,100,d1,0.46256222589442125
daisy,gabor,hog,res,50,d1,0.5374572611144621
daisy,gabor,hog,res,30,d1,0.5894032805347047
daisy,gabor,hog,res,10,d1,0.6961049107648591
daisy,gabor,hog,res,5,d1,0.7361272368106991
daisy,gabor,hog,res,3,d1,0.7486638739943693
daisy,gabor,hog,res,1,d1,0.7207685728444243
daisy,gabor,vgg,res,None,d1,0.5924866901555532
daisy,gabor,vgg,res,300,d1,0.6095595563083511
daisy,gabor,vgg,res,200,d1,0.6309098830444444
daisy,gabor,vgg,res,100,d1,0.6792898921745733
daisy,gabor,vgg,res,50,d1,0.7376609641118579
daisy,gabor,vgg,res,30,d1,0.7822535448971166
daisy,gabor,vgg,res,10,d1,0.8768329494992687
daisy,gabor,vgg,res,5,d1,0.9065001300363723
daisy,gabor,vgg,res,3,d1,0.910277160447052
daisy,gabor,vgg,res,1,d1,0.902016675447016
daisy,hog,vgg,res,None,d1,0.5217105856788113
daisy,hog,vgg,res,300,d1,0.5610880301203176
daisy,hog,vgg,res,200,d1,0.598249297217891
daisy,hog,vgg,res,100,d1,0.6491367393226541
daisy,hog,vgg,res,50,d1,0.7108090005849026
daisy,hog,vgg,res,30,d1,0.7517229065619914
daisy,hog,vgg,res,10,d1,0.8398329121186925
daisy,hog,vgg,res,5,d1,0.8749071108200366
daisy,hog,vgg,res,3,d1,0.8933330321352766
daisy,hog,vgg,res,1,d1,0.8826161928886388
edge,gabor,hog,vgg,None,d1,0.0794031353070274
edge,gabor,hog,vgg,300,d1,0.10275746072281601
edge,gabor,hog,vgg,200,d1,0.12741461471464954
edge,gabor,hog,vgg,100,d1,0.1774083661200457
edge,gabor,hog,vgg,50,d1,0.22389209568264382
edge,gabor,hog,vgg,30,d1,0.2529131657365922
edge,gabor,hog,vgg,10,d1,0.29116257936507933
edge,gabor,hog,vgg,5,d1,0.2897472222222222
edge,gabor,hog,vgg,3,d1,0.2811666666666667
edge,gabor,hog,vgg,1,d1,0.24
edge,gabor,hog,res,None,d1,0.0846027841289526
edge,gabor,hog,res,300,d1,0.1045017115887975
edge,gabor,hog,res,200,d1,0.1344598114165067
edge,gabor,hog,res,100,d1,0.18241756034052156
edge,gabor,hog,res,50,d1,0.2323734142131723
edge,gabor,hog,res,30,d1,0.2638602353093979
edge,gabor,hog,res,10,d1,0.30595271697161536
edge,gabor,hog,res,5,d1,0.30153605651791926
edge,gabor,hog,res,3,d1,0.2974769575969266
edge,gabor,hog,res,1,d1,0.2579179734953729
edge,gabor,vgg,res,None,d1,0.08572540930802275
edge,gabor,vgg,res,300,d1,0.1061845770651988
edge,gabor,vgg,res,200,d1,0.13517587427237088
edge,gabor,vgg,res,100,d1,0.18310274054275816
edge,gabor,vgg,res,50,d1,0.23612446876143536
edge,gabor,vgg,res,30,d1,0.26274325206629046
edge,gabor,vgg,res,10,d1,0.3083136816509752
edge,gabor,vgg,res,5,d1,0.3037119594839667
edge,gabor,vgg,res,3,d1,0.2969203764644941
edge,gabor,vgg,res,1,d1,0.2660555411221046
edge,hog,vgg,res,None,d1,0.0855983878629546
edge,hog,vgg,res,300,d1,0.10638870116297089
edge,hog,vgg,res,200,d1,0.13705940961626092
edge,hog,vgg,res,100,d1,0.18410041377516226
edge,hog,vgg,res,50,d1,0.23466671938050696
edge,hog,vgg,res,30,d1,0.260151385879133
edge,hog,vgg,res,10,d1,0.30653933712629533
edge,hog,vgg,res,5,d1,0.3062117397547222
edge,hog,vgg,res,3,d1,0.29088762856796907
edge,hog,vgg,res,1,d1,0.25809754005884034
gabor,hog,vgg,res,None,d1,0.5226435013808023
gabor,hog,vgg,res,300,d1,0.5553678786958663
gabor,hog,vgg,res,200,d1,0.5879844791460836
gabor,hog,vgg,res,100,d1,0.6411768431289653
gabor,hog,vgg,res,50,d1,0.7072652110138502
gabor,hog,vgg,res,30,d1,0.7488389372288722
gabor,hog,vgg,res,10,d1,0.8441206042791402
gabor,hog,vgg,res,5,d1,0.8748606484438334
gabor,hog,vgg,res,3,d1,0.8844380414047596
gabor,hog,vgg,res,1,d1,0.8640147762454263
