feat0,feat1,feat2,feat3,feat4,depth,distance,MMAP
daisy,edge,gabor,hog,res,3,d1,0.29019056004195315
daisy,edge,gabor,hog,res,1,d1,0.2565524764193495
daisy,edge,gabor,vgg,res,None,d1,0.0847293633047595
daisy,edge,gabor,vgg,res,300,d1,0.10370814716998795
daisy,edge,gabor,vgg,res,200,d1,0.13647827564400974
daisy,edge,gabor,vgg,res,100,d1,0.18583295004091627
daisy,edge,gabor,vgg,res,50,d1,0.23409237984815703
daisy,edge,gabor,vgg,res,30,d1,0.2647352687011877
daisy,edge,gabor,vgg,res,10,d1,0.30245272412073515
daisy,edge,gabor,vgg,res,5,d1,0.3049290638383518
daisy,edge,gabor,vgg,res,3,d1,0.2979285598302626
daisy,edge,gabor,vgg,res,1,d1,0.2612748790597088
daisy,edge,hog,vgg,res,None,d1,0.08477485304755465
daisy,edge,hog,vgg,res,300,d1,0.10544565420675017
daisy,edge,hog,vgg,res,200,d1,0.1367064734864067
daisy,edge,hog,vgg,res,100,d1,0.18470598231142119
daisy,edge,hog,vgg,res,50,d1,0.23965148603790168
daisy,edge,hog,vgg,res,30,d1,0.26424000173639955
daisy,edge,hog,vgg,res,10,d1,0.30775862814277416
daisy,edge,hog,vgg,res,5,d1,0.305053508912255
daisy,edge,hog,vgg,res,3,d1,0.2954805340857973
daisy,edge,hog,vgg,res,1,d1,0.2554143302517915
daisy,gabor,hog,vgg,res,None,d1,0.4960042469882011
daisy,gabor,hog,vgg,res,300,d1,0.5319586235266368
daisy,gabor,hog,vgg,res,200,d1,0.5653940817704344
daisy,gabor,hog,vgg,res,100,d1,0.6248758317203981
daisy,gabor,hog,vgg,res,50,d1,0.6821974515512089
daisy,gabor,hog,vgg,res,30,d1,0.7303646514689036
daisy,gabor,hog,vgg,res,10,d1,0.8293305429128458
daisy,gabor,hog,vgg,res,5,d1,0.8747924307976166
daisy,gabor,hog,vgg,res,3,d1,0.8920977593671091
daisy,gabor,hog,vgg,res,1,d1,0.8687857438399235
edge,gabor,hog,vgg,res,None,d1,0.08568269354733658
edge,gabor,hog,vgg,res,300,d1,0.1053650302087078
edge,gabor,hog,vgg,res,200,d1,0.13680075123787866
edge,gabor,hog,vgg,res,100,d1,0.18603795568104264
edge,gabor,hog,vgg,res,50,d1,0.2398598435631494
edge,gabor,hog,vgg,res,30,d1,0.26934840503811736
edge,gabor,hog,vgg,res,10,d1,0.31390185579938157
edge,gabor,hog,vgg,res,5,d1,0.3103081020239173
edge,gabor,hog,vgg,res,3,d1,0.300996854710477
edge,gabor,hog,vgg,res,1,d1,0.2540555411221046
