feat0,feat1,depth,distance,MMAP
daisy,hog,300,d1,0.17852043931603337
daisy,hog,200,d1,0.20472999120278085
daisy,hog,100,d1,0.2546716072346606
daisy,hog,50,d1,0.31710010185772614
daisy,hog,30,d1,0.3629917464516979
daisy,hog,10,d1,0.43643331538170826
daisy,hog,5,d1,0.45460277777777774
daisy,hog,3,d1,0.45233333333333337
daisy,hog,1,d1,0.3999999999999999
daisy,vgg,None,d1,0.5542421381090797
daisy,vgg,300,d1,0.5802433055189071
daisy,vgg,200,d1,0.6027637131768341
daisy,vgg,100,d1,0.6507316711762653
daisy,vgg,50,d1,0.7123627952137777
daisy,vgg,30,d1,0.7631994564968511
daisy,vgg,10,d1,0.867255365016377
daisy,vgg,5,d1,0.9017027777777777
daisy,vgg,3,d1,0.9104999999999999
daisy,vgg,1,d1,0.9
daisy,res,None,d1,0.43807946986647417
daisy,res,300,d1,0.4747620337998603
daisy,res,200,d1,0.5118451116022635
daisy,res,100,d1,0.5687129413778305
daisy,res,50,d1,0.6445971549503886
daisy,res,30,d1,0.7016629465354979
daisy,res,10,d1,0.8153023145630799
daisy,res,5,d1,0.8634698952893225
daisy,res,3,d1,0.8802936524689621
daisy,res,1,d1,0.8531084433282576
edge,hog,None,d1,0.0772557276220715
edge,hog,300,d1,0.09973630925565502
edge,hog,200,d1,0.12247611813649101
edge,hog,100,d1,0.16815090108952954
edge,hog,50,d1,0.21223413817484624
edge,hog,30,d1,0.2418704657860588
edge,hog,10,d1,0.27861660052910053
edge,hog,5,d1,0.2762277777777778
edge,hog,3,d1,0.26733333333333337
edge,hog,1,d1,0.23200000000000004
edge,vgg,None,d1,0.0765933425497857
edge,vgg,300,d1,0.09802014816568777
edge,vgg,200,d1,0.12137192686732165
edge,vgg,100,d1,0.16705216156418867
edge,vgg,50,d1,0.20884053975858333
edge,vgg,30,d1,0.24775103022679143
edge,vgg,10,d1,0.27981204365079365
edge,vgg,5,d1,0.2754027777777778
edge,vgg,3,d1,0.26766666666666666
edge,vgg,1,d1,0.212
edge,res,None,d1,0.08341249651744066
edge,res,300,d1,0.10279044038632593
edge,res,200,d1,0.13346153456768148
edge,res,100,d1,0.1802085819492002
edge,res,50,d1,0.22930781980819115
edge,res,30,d1,0.2523290100846269
edge,res,10,d1,0.2976084368594559
edge,res,5,d1,0.29753468374304287
edge,res,3,d1,0.2866068542453991
edge,res,1,d1,0.25100397280737835
gabor,res,None,d1,0.5085871721830173
gabor,res,300,d1,0.5538499206706744
gabor,res,200,d1,0.6022856109613811
gabor,res,100,d1,0.6623976342854175
gabor,res,50,d1,0.7290506582388321
gabor,res,30,d1,0.7798568977053099
gabor,res,10,d1,0.8752651149535189
gabor,res,5,d1,0.9069180827552601
gabor,res,3,d1,0.9129941883308758
gabor,res,1,d1,0.9006241048253433
hog,vgg,None,d1,0.44749948216288404
hog,vgg,300,d1,0.508406913163168
hog,vgg,200,d1,0.5394843341991694
hog,vgg,100,d1,0.5964123401079167
hog,vgg,50,d1,0.6556076844039289
hog,vgg,30,d1,0.7044447986949711
hog,vgg,10,d1,0.8155142246157722
hog,vgg,5,d1,0.8568749999999998
hog,vgg,3,d1,0.8693333333333332
hog,vgg,1,d1,0.8460000000000001
hog,res,None,d1,0.3769796698641954
hog,res,300,d1,0.45251126379948836
hog,res,200,d1,0.48216391599275626
hog,res,100,d1,0.5250897813222953
hog,res,50,d1,0.5754205882172352
hog,res,30,d1,0.6232097669836052
hog,res,10,d1,0.7265492214469137
hog,res,5,d1,0.7487787556891853
hog,res,3,d1,0.7620414526707096
hog,res,1,d1,0.7278307124591954
vgg,res,None,d1,0.6569424987907798
vgg,res,300,d1,0.6670264818825069
vgg,res,200,d1,0.6864304095619042
vgg,res,100,d1,0.726557977832422
vgg,res,50,d1,0.7758126299844101
vgg,res,30,d1,0.8179075097901536
vgg,res,10,d1,0.8953215362703046
vgg,res,5,d1,0.919969592226945
vgg,res,3,d1,0.9283584920411546
vgg,res,1,d1,0.9202069768896394
