feat0,feat1,feat2,feat3,feat4,depth,distance,MMAP
color,daisy,edge,vgg,res,30,d1,0.27691431856942045
color,daisy,edge,vgg,res,10,d1,0.32284240610257375
color,daisy,edge,vgg,res,5,d1,0.32572240091636373
color,daisy,edge,vgg,res,3,d1,0.3191182636879231
color,daisy,edge,vgg,res,1,d1,0.27587253458615685
color,daisy,gabor,hog,vgg,None,d1,0.2958031742464999
color,daisy,gabor,hog,vgg,300,d1,0.33036649056109085
color,daisy,gabor,hog,vgg,200,d1,0.3682929682492443
color,daisy,gabor,hog,vgg,100,d1,0.43878735346101755
color,daisy,gabor,hog,vgg,50,d1,0.5077824672648031
color,daisy,gabor,hog,vgg,30,d1,0.5619842730619489
color,daisy,gabor,hog,vgg,10,d1,0.6772855486268581
color,daisy,gabor,hog,vgg,5,d1,0.7240916666666665
color,daisy,gabor,hog,vgg,3,d1,0.7411666666666666
color,daisy,gabor,hog,vgg,1,d1,0.704
color,daisy,gabor,hog,res,None,d1,0.22548546815483816
color,daisy,gabor,hog,res,300,d1,0.2423640463545691
color,daisy,gabor,hog,res,200,d1,0.27268624035321853
color,daisy,gabor,hog,res,100,d1,0.3267836786200947
color,daisy,gabor,hog,res,50,d1,0.38922994262698374
color,daisy,gabor,hog,res,30,d1,0.4356822242431227
color,daisy,gabor,hog,res,10,d1,0.5252056531388984
color,daisy,gabor,hog,res,5,d1,0.5420391519318506
color,daisy,gabor,hog,res,3,d1,0.5407276726541432
color,daisy,gabor,hog,res,1,d1,0.4984823502950438
color,daisy,gabor,vgg,res,None,d1,0.35767846454048297
color,daisy,gabor,vgg,res,300,d1,0.37334143528727326
color,daisy,gabor,vgg,res,200,d1,0.4130723143481083
color,daisy,gabor,vgg,res,100,d1,0.4823040131003376
color,daisy,gabor,vgg,res,50,d1,0.5508706778152661
color,daisy,gabor,vgg,res,30,d1,0.5948771773757183
color,daisy,gabor,vgg,res,10,d1,0.6944671730484857
color,daisy,gabor,vgg,res,5,d1,0.733681108944757
color,daisy,gabor,vgg,res,3,d1,0.7464290734205595
color,daisy,gabor,vgg,res,1,d1,0.7061390963697464
color,daisy,hog,vgg,res,None,d1,0.3231421144269301
color,daisy,hog,vgg,res,300,d1,0.3405740073829166
color,daisy,hog,vgg,res,200,d1,0.37694223173954533
color,daisy,hog,vgg,res,100,d1,0.44370081956279395
color,daisy,hog,vgg,res,50,d1,0.5093443968234976
color,daisy,hog,vgg,res,30,d1,0.561885996799771
color,daisy,hog,vgg,res,10,d1,0.6671797057673998
color,daisy,hog,vgg,res,5,d1,0.7176011322557827
color,daisy,hog,vgg,res,3,d1,0.7279237095893442
color,daisy,hog,vgg,res,1,d1,0.6921759834592652
color,edge,gabor,hog,vgg,None,d1,0.08304972902579558
color,edge,gabor,hog,vgg,300,d1,0.10824304816570902
color,edge,gabor,hog,vgg,200,d1,0.1343101808623572
color,edge,gabor,hog,vgg,100,d1,0.19205912616505805
color,edge,gabor,hog,vgg,50,d1,0.24104417585125718
color,edge,gabor,hog,vgg,30,d1,0.27349608094020605
color,edge,gabor,hog,vgg,10,d1,0.321191044973545
color,edge,gabor,hog,vgg,5,d1,0.3202333333333333
color,edge,gabor,hog,vgg,3,d1,0.31566666666666665
color,edge,gabor,hog,vgg,1,d1,0.27399999999999997
color,edge,gabor,hog,res,None,d1,0.08814241040372849
color,edge,gabor,hog,res,300,d1,0.10989296649583588
color,edge,gabor,hog,res,200,d1,0.144280601679754
color,edge,gabor,hog,res,100,d1,0.1926661683941959
color,edge,gabor,hog,res,50,d1,0.24874314946816958
color,edge,gabor,hog,res,30,d1,0.2794776088382356
color,edge,gabor,hog,res,10,d1,0.32134974638985214
color,edge,gabor,hog,res,5,d1,0.31938783921616737
color,edge,gabor,hog,res,3,d1,0.3096173982822589
color,edge,gabor,hog,res,1,d1,0.27272527249152634
color,edge,gabor,vgg,res,None,d1,0.08889055210272101
color,edge,gabor,vgg,res,300,d1,0.10978225920839721
color,edge,gabor,vgg,res,200,d1,0.14325730130034675
color,edge,gabor,vgg,res,100,d1,0.19294019297233586
color,edge,gabor,vgg,res,50,d1,0.24785766342286422
color,edge,gabor,vgg,res,30,d1,0.2798689560765476
color,edge,gabor,vgg,res,10,d1,0.3257335643458708
color,edge,gabor,vgg,res,5,d1,0.3266965250264012
color,edge,gabor,vgg,res,3,d1,0.3175885808950824
color,edge,gabor,vgg,res,1,d1,0.27832973820125523
color,edge,hog,vgg,res,None,d1,0.09047962997468191
color,edge,hog,vgg,res,300,d1,0.11306581719530152
color,edge,hog,vgg,res,200,d1,0.14816742856920748
color,edge,hog,vgg,res,100,d1,0.1988566785586238
color,edge,hog,vgg,res,50,d1,0.25655404476978416
color,edge,hog,vgg,res,30,d1,0.2842521038364277
color,edge,hog,vgg,res,10,d1,0.33318470650675247
color,edge,hog,vgg,res,5,d1,0.33269447431366933
color,edge,hog,vgg,res,3,d1,0.32886448092098247
color,edge,hog,vgg,res,1,d1,0.2880244177906716
color,gabor,hog,vgg,res,None,d1,0.3373334954511869
color,gabor,hog,vgg,res,300,d1,0.3561596495142604
color,gabor,hog,vgg,res,200,d1,0.38902349039078016
color,gabor,hog,vgg,res,100,d1,0.45972925124992847
color,gabor,hog,vgg,res,50,d1,0.520590617461696
color,gabor,hog,vgg,res,30,d1,0.5715204938931072
color,gabor,hog,vgg,res,10,d1,0.679460974872834
color,gabor,hog,vgg,res,5,d1,0.7247371377537916
color,gabor,hog,vgg,res,3,d1,0.7385874198041381
color,gabor,hog,vgg,res,1,d1,0.6972021573198045
daisy,edge,gabor,hog,vgg,None,d1,0.0793202746555786
daisy,edge,gabor,hog,vgg,300,d1,0.10319505472166364
daisy,edge,gabor,hog,vgg,200,d1,0.1279628449565136
daisy,edge,gabor,hog,vgg,100,d1,0.18005197096408299
daisy,edge,gabor,hog,vgg,50,d1,0.22247699692855696
daisy,edge,gabor,hog,vgg,30,d1,0.256046575453342
daisy,edge,gabor,hog,vgg,10,d1,0.29483095238095236
daisy,edge,gabor,hog,vgg,5,d1,0.3034222222222222
daisy,edge,gabor,hog,vgg,3,d1,0.29416666666666663
daisy,edge,gabor,hog,vgg,1,d1,0.25
daisy,edge,gabor,hog,res,None,d1,0.08396571815842899
daisy,edge,gabor,hog,res,300,d1,0.10264459800638727
daisy,edge,gabor,hog,res,200,d1,0.1348965957493709
daisy,edge,gabor,hog,res,100,d1,0.18111205242877515
daisy,edge,gabor,hog,res,50,d1,0.2310229001687218
daisy,edge,gabor,hog,res,30,d1,0.2563210847560424
daisy,edge,gabor,hog,res,10,d1,0.29360484427366007
daisy,edge,gabor,hog,res,5,d1,0.29588407936233013
daisy,edge,gabor,hog,res,3,d1,0.28425280008948733
daisy,edge,gabor,hog,res,1,d1,0.24452444064363565
daisy,edge,gabor,vgg,res,None,d1,0.08621758962238618
daisy,edge,gabor,vgg,res,300,d1,0.10605808264868165
daisy,edge,gabor,vgg,res,200,d1,0.13833488362021587
daisy,edge,gabor,vgg,res,100,d1,0.18711583311559887
daisy,edge,gabor,vgg,res,50,d1,0.23645832853511212
daisy,edge,gabor,vgg,res,30,d1,0.27113003214386844
daisy,edge,gabor,vgg,res,10,d1,0.3139602379524309
daisy,edge,gabor,vgg,res,5,d1,0.31183621997006933
daisy,edge,gabor,vgg,res,3,d1,0.3027498396283226
daisy,edge,gabor,vgg,res,1,d1,0.26691897421463984
daisy,edge,hog,vgg,res,None,d1,0.08504071766441834
daisy,edge,hog,vgg,res,300,d1,0.10471739397660439
daisy,edge,hog,vgg,res,200,d1,0.13757960149307508
daisy,edge,hog,vgg,res,100,d1,0.18448224621729378
daisy,edge,hog,vgg,res,50,d1,0.23318875423011765
daisy,edge,hog,vgg,res,30,d1,0.26762200532955316
daisy,edge,hog,vgg,res,10,d1,0.30773011756523105
daisy,edge,hog,vgg,res,5,d1,0.30786446109503385
daisy,edge,hog,vgg,res,3,d1,0.29578600885412026
daisy,edge,hog,vgg,res,1,d1,0.25431955900996145
daisy,gabor,hog,vgg,res,None,d1,0.4902354234998711
daisy,gabor,hog,vgg,res,300,d1,0.5299876442289981
daisy,gabor,hog,vgg,res,200,d1,0.5635779663266587
daisy,gabor,hog,vgg,res,100,d1,0.6237328198107013
daisy,gabor,hog,vgg,res,50,d1,0.6849405467465058
daisy,gabor,hog,vgg,res,30,d1,0.729543690640144
daisy,gabor,hog,vgg,res,10,d1,0.8291956472858105
daisy,gabor,hog,vgg,res,5,d1,0.868713818651106
daisy,gabor,hog,vgg,res,3,d1,0.8874814724605745
daisy,gabor,hog,vgg,res,1,d1,0.8688677787640637
edge,gabor,hog,vgg,res,None,d1,0.08461547156387
edge,gabor,hog,vgg,res,300,d1,0.1033966126838845
edge,gabor,hog,vgg,res,200,d1,0.133336693677749
edge,gabor,hog,vgg,res,100,d1,0.1780648407510911
edge,gabor,hog,vgg,res,50,d1,0.22907758012069743
edge,gabor,hog,vgg,res,30,d1,0.25960335485956326
edge,gabor,hog,vgg,res,10,d1,0.3047206902219714
edge,gabor,hog,vgg,res,5,d1,0.30138779892946554
edge,gabor,hog,vgg,res,3,d1,0.29114652859467094
edge,gabor,hog,vgg,res,1,d1,0.24117634670111449
