feat0,feat1,feat2,depth,distance,MMAP
color,edge,gabor,5,d1,0.34883055555555553
color,edge,gabor,3,d1,0.34199999999999997
color,edge,gabor,1,d1,0.296
color,edge,hog,None,d1,0.08931988644553018
color,edge,hog,300,d1,0.11864058343061622
color,edge,hog,200,d1,0.1467938803026915
color,edge,hog,100,d1,0.21042035071375692
color,edge,hog,50,d1,0.26098397823041514
color,edge,hog,30,d1,0.29719900277367506
color,edge,hog,10,d1,0.3424769576719576
color,edge,hog,5,d1,0.3502027777777778
color,edge,hog,3,d1,0.3416666666666666
color,edge,hog,1,d1,0.296
color,edge,vgg,None,d1,0.09856419093120929
color,edge,vgg,300,d1,0.13294196780022263
color,edge,vgg,200,d1,0.16510004558079533
color,edge,vgg,100,d1,0.23600374229421728
color,edge,vgg,50,d1,0.2887086628676797
color,edge,vgg,30,d1,0.33068463294910044
color,edge,vgg,10,d1,0.38619230158730156
color,edge,vgg,5,d1,0.39776944444444445
color,edge,vgg,3,d1,0.391
color,edge,vgg,1,d1,0.33
color,edge,res,None,d1,0.10229037440199171
color,edge,res,300,d1,0.13053393522967788
color,edge,res,200,d1,0.17197022795354053
color,edge,res,100,d1,0.2324605372460126
color,edge,res,50,d1,0.2849068113464018
color,edge,res,30,d1,0.32151948702467403
color,edge,res,10,d1,0.3658014038437387
color,edge,res,5,d1,0.38076282851135784
color,edge,res,3,d1,0.37502316498717425
color,edge,res,1,d1,0.32077724734845475
color,gabor,hog,None,d1,0.2823640164150501
color,gabor,hog,300,d1,0.3115600973041122
color,gabor,hog,200,d1,0.3458674737774055
color,gabor,hog,100,d1,0.40877268557762847
color,gabor,hog,50,d1,0.4748549178796423
color,gabor,hog,30,d1,0.5249373673969121
color,gabor,hog,10,d1,0.637032323633157
color,gabor,hog,5,d1,0.6839805555555555
color,gabor,hog,3,d1,0.6935000000000001
color,gabor,hog,1,d1,0.642
color,gabor,vgg,None,d1,0.52958866531518
color,gabor,vgg,300,d1,0.542857688937491
color,gabor,vgg,200,d1,0.5730005760392629
color,gabor,vgg,100,d1,0.6478917596167513
color,gabor,vgg,50,d1,0.7091574523292692
color,gabor,vgg,30,d1,0.7612991567567835
color,gabor,vgg,10,d1,0.8541789994331066
color,gabor,vgg,5,d1,0.890125
color,gabor,vgg,3,d1,0.895
color,gabor,vgg,1,d1,0.8860000000000001
color,gabor,res,None,d1,0.5547201562108027
color,gabor,res,300,d1,0.5611604259204748
color,gabor,res,200,d1,0.5821760404842031
color,gabor,res,100,d1,0.6502758058024941
color,gabor,res,50,d1,0.7139494221673484
color,gabor,res,30,d1,0.7611886103698444
color,gabor,res,10,d1,0.8562905230660498
color,gabor,res,5,d1,0.8889436455445808
color,gabor,res,3,d1,0.8920358765474865
color,gabor,res,1,d1,0.8738706401957175
color,hog,vgg,None,d1,0.5027459566781343
color,hog,vgg,300,d1,0.5227244738373804
color,hog,vgg,200,d1,0.5548639269104128
color,hog,vgg,100,d1,0.6220214106517521
color,hog,vgg,50,d1,0.6877280954383878
color,hog,vgg,30,d1,0.7388904112817062
color,hog,vgg,10,d1,0.8445269787729905
color,hog,vgg,5,d1,0.8827250000000001
color,hog,vgg,3,d1,0.8969999999999999
color,hog,vgg,1,d1,0.884
color,hog,res,None,d1,0.5139509540044405
color,hog,res,300,d1,0.524937821544389
color,hog,res,200,d1,0.5503657075321494
color,hog,res,100,d1,0.6122409580940102
color,hog,res,50,d1,0.6749098572311459
color,hog,res,30,d1,0.7239989837681527
color,hog,res,10,d1,0.8235496624708241
color,hog,res,5,d1,0.8726247439315357
color,hog,res,3,d1,0.8835509542916664
color,hog,res,1,d1,0.8614992566772751
color,vgg,res,None,d1,0.6655853893849034
color,vgg,res,300,d1,0.6698946759102772
color,vgg,res,200,d1,0.6844790061703709
color,vgg,res,100,d1,0.7353942383867306
color,vgg,res,50,d1,0.789614053367199
color,vgg,res,30,d1,0.8264399982224999
color,vgg,res,10,d1,0.9055283230259046
color,vgg,res,5,d1,0.9329127670238545
color,vgg,res,3,d1,0.9391472919638554
color,vgg,res,1,d1,0.9291768771304375
daisy,edge,gabor,None,d1,0.08258384125641491
daisy,edge,gabor,300,d1,0.10858112247434208
daisy,edge,gabor,200,d1,0.13297259364532527
daisy,edge,gabor,100,d1,0.1928992248576502
daisy,edge,gabor,50,d1,0.24007675306054582
daisy,edge,gabor,30,d1,0.2751911995932639
daisy,edge,gabor,10,d1,0.32205320105820107
daisy,edge,gabor,5,d1,0.3253916666666667
daisy,edge,gabor,3,d1,0.3133333333333333
daisy,edge,gabor,1,d1,0.262
daisy,edge,hog,None,d1,0.08334730595005184
daisy,edge,hog,300,d1,0.10953122304126996
daisy,edge,hog,200,d1,0.13437472163951156
daisy,edge,hog,100,d1,0.19432914681878027
daisy,edge,hog,50,d1,0.2447658099348834
daisy,edge,hog,30,d1,0.2798882756877144
daisy,edge,hog,10,d1,0.32719108465608465
daisy,edge,hog,5,d1,0.3269666666666666
daisy,edge,hog,3,d1,0.3188333333333333
daisy,edge,hog,1,d1,0.268
daisy,edge,vgg,None,d1,0.09236390985075045
daisy,edge,vgg,300,d1,0.12349465534693703
daisy,edge,vgg,200,d1,0.15325691685574086
daisy,edge,vgg,100,d1,0.22064053404798134
daisy,edge,vgg,50,d1,0.27318564306784454
daisy,edge,vgg,30,d1,0.3152685219767915
daisy,edge,vgg,10,d1,0.37235888888888896
daisy,edge,vgg,5,d1,0.38163055555555553
daisy,edge,vgg,3,d1,0.36949999999999994
daisy,edge,vgg,1,d1,0.312
daisy,edge,res,None,d1,0.09618598333628547
daisy,edge,res,300,d1,0.12245460773288742
daisy,edge,res,200,d1,0.1605627400157789
daisy,edge,res,100,d1,0.22042360823608662
daisy,edge,res,50,d1,0.2687004140443355
daisy,edge,res,30,d1,0.3060634248025121
daisy,edge,res,10,d1,0.3565484605073416
daisy,edge,res,5,d1,0.36468315500002807
daisy,edge,res,3,d1,0.35329157585620424
daisy,edge,res,1,d1,0.29634587479943514
daisy,gabor,hog,None,d1,0.19090441560957136
daisy,gabor,hog,300,d1,0.2241970595202621
daisy,gabor,hog,200,d1,0.255040038296682
daisy,gabor,hog,100,d1,0.310675107060954
daisy,gabor,hog,50,d1,0.37437480424667136
daisy,gabor,hog,30,d1,0.4341546616922461
daisy,gabor,hog,10,d1,0.5339513898337113
daisy,gabor,hog,5,d1,0.5625138888888889
daisy,gabor,hog,3,d1,0.5663333333333334
daisy,gabor,hog,1,d1,0.512
daisy,gabor,vgg,None,d1,0.5549432325947131
daisy,gabor,vgg,300,d1,0.5771207755630287
daisy,gabor,vgg,200,d1,0.6013263199886782
daisy,gabor,vgg,100,d1,0.6532033722413949
daisy,gabor,vgg,50,d1,0.7138885761886109
daisy,gabor,vgg,30,d1,0.7630257972210883
daisy,gabor,vgg,10,d1,0.8683294164147141
daisy,gabor,vgg,5,d1,0.9027416666666668
daisy,gabor,vgg,3,d1,0.9083333333333333
daisy,gabor,vgg,1,d1,0.888
daisy,gabor,res,None,d1,0.6100840747752907
daisy,gabor,res,300,d1,0.6242452225039701
daisy,gabor,res,200,d1,0.6431625700147248
daisy,gabor,res,100,d1,0.68920992288354
daisy,gabor,res,50,d1,0.7421799067105991
daisy,gabor,res,30,d1,0.7913850457223319
daisy,gabor,res,10,d1,0.8878513792506121
daisy,gabor,res,5,d1,0.9194221095110028
daisy,gabor,res,3,d1,0.9287577984737427
daisy,gabor,res,1,d1,0.9212000656722019
daisy,hog,vgg,None,d1,0.5059717711039464
daisy,hog,vgg,300,d1,0.5440554646044612
daisy,hog,vgg,200,d1,0.5764855416770759
daisy,hog,vgg,100,d1,0.629943463368948
daisy,hog,vgg,50,d1,0.6979345394045918
daisy,hog,vgg,30,d1,0.7494851193906533
daisy,hog,vgg,10,d1,0.8568336221340387
daisy,hog,vgg,5,d1,0.8960027777777778
daisy,hog,vgg,3,d1,0.9103333333333333
daisy,hog,vgg,1,d1,0.892
daisy,hog,res,None,d1,0.5453201446886788
daisy,hog,res,300,d1,0.5729968797937697
daisy,hog,res,200,d1,0.6065843396219981
daisy,hog,res,100,d1,0.6568239992062317
daisy,hog,res,50,d1,0.7126137974693628
daisy,hog,res,30,d1,0.7639036201356579
daisy,hog,res,10,d1,0.8597340989176031
daisy,hog,res,5,d1,0.8976455709919978
daisy,hog,res,3,d1,0.9082869148538653
daisy,hog,res,1,d1,0.8948863630349697
daisy,vgg,res,None,d1,0.7144407112259052
daisy,vgg,res,300,d1,0.7238793125211287
daisy,vgg,res,200,d1,0.7382515754843957
daisy,vgg,res,100,d1,0.7710858214968931
daisy,vgg,res,50,d1,0.8203958602187568
daisy,vgg,res,30,d1,0.8567978132366889
daisy,vgg,res,10,d1,0.9228974412284172
daisy,vgg,res,5,d1,0.9450604881373071
daisy,vgg,res,3,d1,0.9474893986302655
daisy,vgg,res,1,d1,0.9407215342277262
edge,gabor,hog,None,d1,0.08251108298568449
edge,gabor,hog,300,d1,0.10818389457546582
edge,gabor,hog,200,d1,0.13246548074835368
edge,gabor,hog,100,d1,0.19275755209967774
edge,gabor,hog,50,d1,0.23930371181647458
edge,gabor,hog,30,d1,0.2725632719608623
edge,gabor,hog,10,d1,0.31577148148148143
edge,gabor,hog,5,d1,0.3189972222222222
edge,gabor,hog,3,d1,0.3118333333333333
edge,gabor,hog,1,d1,0.25799999999999995
edge,gabor,vgg,None,d1,0.09133770327562306
edge,gabor,vgg,300,d1,0.1217623717304084
edge,gabor,vgg,200,d1,0.1507971446128776
edge,gabor,vgg,100,d1,0.21719371238247207
edge,gabor,vgg,50,d1,0.26932287487800033
edge,gabor,vgg,30,d1,0.3057490391844728
edge,gabor,vgg,10,d1,0.3693884126984127
edge,gabor,vgg,5,d1,0.37471944444444444
edge,gabor,vgg,3,d1,0.3671666666666667
edge,gabor,vgg,1,d1,0.312
edge,gabor,res,None,d1,0.09491153317710468
edge,gabor,res,300,d1,0.12092042327572386
edge,gabor,res,200,d1,0.15837683351744572
edge,gabor,res,100,d1,0.21515443605253112
edge,gabor,res,50,d1,0.2655533572460023
edge,gabor,res,30,d1,0.30292962076339214
edge,gabor,res,10,d1,0.3532408447818664
edge,gabor,res,5,d1,0.3633293736363396
edge,gabor,res,3,d1,0.35095352278440517
edge,gabor,res,1,d1,0.2953654826425724
edge,hog,vgg,None,d1,0.09242302758598857
edge,hog,vgg,300,d1,0.12323647562784949
edge,hog,vgg,200,d1,0.15300734157929582
edge,hog,vgg,100,d1,0.22043671283993382
edge,hog,vgg,50,d1,0.2746705200703484
edge,hog,vgg,30,d1,0.31197216295515096
edge,hog,vgg,10,d1,0.3724205555555556
edge,hog,vgg,5,d1,0.38153888888888887
edge,hog,vgg,3,d1,0.3731666666666667
edge,hog,vgg,1,d1,0.32
edge,hog,res,None,d1,0.0964782623461666
edge,hog,res,300,d1,0.12268604973003992
edge,hog,res,200,d1,0.16110694400206543
edge,hog,res,100,d1,0.2219627244541267
edge,hog,res,50,d1,0.27353797917349687
edge,hog,res,30,d1,0.31058562549894037
edge,hog,res,10,d1,0.3607643581211434
edge,hog,res,5,d1,0.370753654088716
edge,hog,res,3,d1,0.35786037610766713
edge,hog,res,1,d1,0.30501460544958997
edge,vgg,res,None,d1,0.10592065710611619
edge,vgg,res,300,d1,0.13620095895889509
edge,vgg,res,200,d1,0.17916427067578067
edge,vgg,res,100,d1,0.2465017624773199
edge,vgg,res,50,d1,0.304858864378158
edge,vgg,res,30,d1,0.3340916371118528
edge,vgg,res,10,d1,0.3976153491552975
edge,vgg,res,5,d1,0.4131038587229763
edge,vgg,res,3,d1,0.40483817244846654
edge,vgg,res,1,d1,0.34819112414932846
gabor,hog,vgg,None,d1,0.5482056409609513
gabor,hog,vgg,300,d1,0.5808272779361264
gabor,hog,vgg,200,d1,0.6049360064823733
gabor,hog,vgg,100,d1,0.6570293073305021
gabor,hog,vgg,50,d1,0.7176442143756696
gabor,hog,vgg,30,d1,0.7695508586292309
gabor,hog,vgg,10,d1,0.8703246359284456
gabor,hog,vgg,5,d1,0.9090722222222222
gabor,hog,vgg,3,d1,0.9194999999999999
gabor,hog,vgg,1,d1,0.904
gabor,hog,res,None,d1,0.5992099455351841
gabor,hog,res,300,d1,0.6217474675641053
gabor,hog,res,200,d1,0.6482704826472309
gabor,hog,res,100,d1,0.6887598756559042
gabor,hog,res,50,d1,0.7486548487440368
gabor,hog,res,30,d1,0.7889343413149845
gabor,hog,res,10,d1,0.8832863664844517
gabor,hog,res,5,d1,0.915794276835995
gabor,hog,res,3,d1,0.9217837363874516
gabor,hog,res,1,d1,0.910246505300685
gabor,vgg,res,None,d1,0.7497812060642043
gabor,vgg,res,300,d1,0.7570520525990208
gabor,vgg,res,200,d1,0.7672116798926703
gabor,vgg,res,100,d1,0.8001456497172676
gabor,vgg,res,50,d1,0.843068964478587
gabor,vgg,res,30,d1,0.8726835665356751
gabor,vgg,res,10,d1,0.9359360418856152
gabor,vgg,res,5,d1,0.9495745676580042
gabor,vgg,res,3,d1,0.9505274259624105
gabor,vgg,res,1,d1,0.9413237326828658
hog,vgg,res,None,d1,0.7027057635176738
hog,vgg,res,300,d1,0.713994616850919
hog,vgg,res,200,d1,0.7316882790954082
hog,vgg,res,100,d1,0.7665613014008754
hog,vgg,res,50,d1,0.8154275637821344
hog,vgg,res,30,d1,0.851374863078413
hog,vgg,res,10,d1,0.9196834543678246
hog,vgg,res,5,d1,0.9404654123195919
hog,vgg,res,3,d1,0.9512178492875087
hog,vgg,res,1,d1,0.9475433749257278
