feat0,feat1,depth,distance,MMAP
daisy,hog,3,d1,0.5489999999999999
daisy,hog,1,d1,0.498
daisy,vgg,None,d1,0.5802519551629647
daisy,vgg,300,d1,0.6012275909196699
daisy,vgg,200,d1,0.622418491351034
daisy,vgg,100,d1,0.671908520360376
daisy,vgg,50,d1,0.7340967563727235
daisy,vgg,30,d1,0.7806320541476345
daisy,vgg,10,d1,0.8738901643990928
daisy,vgg,5,d1,0.9086722222222222
daisy,vgg,3,d1,0.9226666666666665
daisy,vgg,1,d1,0.91
daisy,res,None,d1,0.6325613542781684
daisy,res,300,d1,0.6541884010710898
daisy,res,200,d1,0.6750883265821378
daisy,res,100,d1,0.7196627345058321
daisy,res,50,d1,0.7746645187345601
daisy,res,30,d1,0.8224133843501699
daisy,res,10,d1,0.9090784427577616
daisy,res,5,d1,0.9352132716049384
daisy,res,3,d1,0.9419814814814815
daisy,res,1,d1,0.9306666666666668
edge,gabor,None,d1,0.08065662062314985
edge,gabor,300,d1,0.10556524892833327
edge,gabor,200,d1,0.12880426363850345
edge,gabor,100,d1,0.1867980370538046
edge,gabor,50,d1,0.2316850924644158
edge,gabor,30,d1,0.2649192284546752
edge,gabor,10,d1,0.3034536904761905
edge,gabor,5,d1,0.30672777777777777
edge,gabor,3,d1,0.2945
edge,gabor,1,d1,0.24600000000000002
edge,hog,None,d1,0.08160940422294505
edge,hog,300,d1,0.10686723550806786
edge,hog,200,d1,0.13115045957857244
edge,hog,100,d1,0.1903812420554201
edge,hog,50,d1,0.23880248738257923
edge,hog,30,d1,0.2720241006357662
edge,hog,10,d1,0.31387367724867726
edge,hog,5,d1,0.31641111111111114
edge,hog,3,d1,0.3098333333333333
edge,hog,1,d1,0.26
edge,vgg,None,d1,0.08996926737370735
edge,vgg,300,d1,0.11983631040708075
edge,vgg,200,d1,0.1481653422420256
edge,vgg,100,d1,0.21242365797140267
edge,vgg,50,d1,0.26571343269940156
edge,vgg,30,d1,0.3061775265483951
edge,vgg,10,d1,0.3594402645502645
edge,vgg,5,d1,0.3649694444444445
edge,vgg,3,d1,0.35650000000000004
edge,vgg,1,d1,0.3
edge,res,None,d1,0.08894166366216825
edge,res,300,d1,0.11799880374211653
edge,res,200,d1,0.14635729013021354
edge,res,100,d1,0.21004435184489695
edge,res,50,d1,0.2590390266666706
edge,res,30,d1,0.30161196758183906
edge,res,10,d1,0.3525689417989418
edge,res,5,d1,0.36004629629629625
edge,res,3,d1,0.3481666666666666
edge,res,1,d1,0.29200000000000004
gabor,hog,None,d1,0.1709647140381633
gabor,hog,300,d1,0.19820087698607552
gabor,hog,200,d1,0.22746775944798237
gabor,hog,100,d1,0.2802598649447586
gabor,hog,50,d1,0.3476017970859949
gabor,hog,30,d1,0.3911727075747685
gabor,hog,10,d1,0.4913427198286721
gabor,hog,5,d1,0.5118972222222222
gabor,hog,3,d1,0.5063333333333333
gabor,hog,1,d1,0.444
gabor,vgg,None,d1,0.6378523320130428
gabor,vgg,300,d1,0.656154689884273
gabor,vgg,200,d1,0.6763293355684299
gabor,vgg,100,d1,0.7167107225477147
gabor,vgg,50,d1,0.7726631736346629
gabor,vgg,30,d1,0.8174603867673389
gabor,vgg,10,d1,0.9029572297808012
gabor,vgg,5,d1,0.9327944444444443
gabor,vgg,3,d1,0.9419999999999998
gabor,vgg,1,d1,0.9299999999999998
gabor,res,None,d1,0.7096980406654226
gabor,res,300,d1,0.7253224072946841
gabor,res,200,d1,0.7404697394374108
gabor,res,100,d1,0.7765969302067414
gabor,res,50,d1,0.8205564584681505
gabor,res,30,d1,0.857561147347872
gabor,res,10,d1,0.930691034510512
gabor,res,5,d1,0.9441185185185184
gabor,res,3,d1,0.9503703703703705
gabor,res,1,d1,0.9466666666666668
hog,vgg,None,d1,0.5753760799877377
hog,vgg,300,d1,0.6068589662411803
hog,vgg,200,d1,0.6308096361859613
hog,vgg,100,d1,0.6816114581359018
hog,vgg,50,d1,0.7373739573923368
hog,vgg,30,d1,0.7870303392069405
hog,vgg,10,d1,0.8819204790249434
hog,vgg,5,d1,0.9182166666666667
hog,vgg,3,d1,0.9264999999999999
hog,vgg,1,d1,0.9179999999999998
hog,res,None,d1,0.6361872416457924
hog,res,300,d1,0.6725075791228838
hog,res,200,d1,0.696318187229275
hog,res,100,d1,0.7369695825439108
hog,res,50,d1,0.785653775248682
hog,res,30,d1,0.824441560004389
hog,res,10,d1,0.9082004619131604
hog,res,5,d1,0.9372194444444445
hog,res,3,d1,0.9437037037037035
hog,res,1,d1,0.9402222222222221
vgg,res,None,d1,0.7618762208611567
vgg,res,300,d1,0.7697444347642184
vgg,res,200,d1,0.780295388581377
vgg,res,100,d1,0.810791667995996
vgg,res,50,d1,0.8509473087126245
vgg,res,30,d1,0.8841329240674805
vgg,res,10,d1,0.9442749454452565
vgg,res,5,d1,0.9552342592592593
vgg,res,3,d1,0.9576481481481481
vgg,res,1,d1,0.9508888888888888
