feat0,feat1,feat2,depth,distance,MMAP
color,edge,res,10,d1,0.32639099616604783
color,edge,res,5,d1,0.32430193029364857
color,edge,res,3,d1,0.3160817242040152
color,edge,res,1,d1,0.2718608386797241
color,gabor,hog,None,d1,0.18495596555973498
color,gabor,hog,300,d1,0.21010272587500656
color,gabor,hog,200,d1,0.23970932612531792
color,gabor,hog,100,d1,0.28890608240669646
color,gabor,hog,50,d1,0.3407485085318243
color,gabor,hog,30,d1,0.38437895731856786
color,gabor,hog,10,d1,0.459051325270849
color,gabor,hog,5,d1,0.4879055555555556
color,gabor,hog,3,d1,0.49450000000000005
color,gabor,hog,1,d1,0.45400000000000007
color,gabor,vgg,None,d1,0.31918582945516805
color,gabor,vgg,300,d1,0.34947071416301023
color,gabor,vgg,200,d1,0.3931816941841793
color,gabor,vgg,100,d1,0.46292012219047857
color,gabor,vgg,50,d1,0.5357072488404598
color,gabor,vgg,30,d1,0.5891385449189872
color,gabor,vgg,10,d1,0.695026948223734
color,gabor,vgg,5,d1,0.7389333333333334
color,gabor,vgg,3,d1,0.7544999999999998
color,gabor,vgg,1,d1,0.716
color,gabor,res,None,d1,0.25202881463237214
color,gabor,res,300,d1,0.2694981687261074
color,gabor,res,200,d1,0.2989202065865615
color,gabor,res,100,d1,0.3633367424200288
color,gabor,res,50,d1,0.4183708273308307
color,gabor,res,30,d1,0.46664986489956645
color,gabor,res,10,d1,0.5390849641091918
color,gabor,res,5,d1,0.5614481046640362
color,gabor,res,3,d1,0.5571409983778405
color,gabor,res,1,d1,0.5158559000339187
color,hog,vgg,None,d1,0.2934195730728004
color,hog,vgg,300,d1,0.3261367049021137
color,hog,vgg,200,d1,0.3617983029495518
color,hog,vgg,100,d1,0.42850538075511607
color,hog,vgg,50,d1,0.49569602417617425
color,hog,vgg,30,d1,0.5499371381798369
color,hog,vgg,10,d1,0.668651308893928
color,hog,vgg,5,d1,0.7133916666666668
color,hog,vgg,3,d1,0.7244999999999999
color,hog,vgg,1,d1,0.6779999999999999
color,hog,res,None,d1,0.21771110722254125
color,hog,res,300,d1,0.23249260733387309
color,hog,res,200,d1,0.25745178713972033
color,hog,res,100,d1,0.30976320104729765
color,hog,res,50,d1,0.3664736311343538
color,hog,res,30,d1,0.40612135540942546
color,hog,res,10,d1,0.4751380634368554
color,hog,res,5,d1,0.501748179826566
color,hog,res,3,d1,0.49631717267940173
color,hog,res,1,d1,0.4506572572594244
color,vgg,res,None,d1,0.3602135720792654
color,vgg,res,300,d1,0.3753654723647316
color,vgg,res,200,d1,0.4119977213670889
color,vgg,res,100,d1,0.4794836350323012
color,vgg,res,50,d1,0.5446614839240604
color,vgg,res,30,d1,0.591723709791087
color,vgg,res,10,d1,0.6845484904257895
color,vgg,res,5,d1,0.7216332561344171
color,vgg,res,3,d1,0.7339237432673964
color,vgg,res,1,d1,0.7001339845225293
daisy,edge,gabor,None,d1,0.07621717845650891
daisy,edge,gabor,300,d1,0.09701284175091612
daisy,edge,gabor,200,d1,0.11723132752245481
daisy,edge,gabor,100,d1,0.1622624815844502
daisy,edge,gabor,50,d1,0.207662274678029
daisy,edge,gabor,30,d1,0.23279625929228917
daisy,edge,gabor,10,d1,0.26388003968253965
daisy,edge,gabor,5,d1,0.25846111111111114
daisy,edge,gabor,3,d1,0.25066666666666665
daisy,edge,gabor,1,d1,0.212
daisy,edge,hog,None,d1,0.07603642669580092
daisy,edge,hog,300,d1,0.09791268116830397
daisy,edge,hog,200,d1,0.12152535501337373
daisy,edge,hog,100,d1,0.16689585148081762
daisy,edge,hog,50,d1,0.213942947957325
daisy,edge,hog,30,d1,0.23899836510824762
daisy,edge,hog,10,d1,0.2735074603174603
daisy,edge,hog,5,d1,0.27105833333333335
daisy,edge,hog,3,d1,0.2633333333333333
daisy,edge,hog,1,d1,0.218
daisy,edge,vgg,None,d1,0.07751283284648508
daisy,edge,vgg,300,d1,0.09913157960356235
daisy,edge,vgg,200,d1,0.12122837914077272
daisy,edge,vgg,100,d1,0.1648945820670244
daisy,edge,vgg,50,d1,0.21696527711701383
daisy,edge,vgg,30,d1,0.24756769687222327
daisy,edge,vgg,10,d1,0.28616238536155203
daisy,edge,vgg,5,d1,0.2860305555555555
daisy,edge,vgg,3,d1,0.2701666666666666
daisy,edge,vgg,1,d1,0.22400000000000003
daisy,edge,res,None,d1,0.08230005025823665
daisy,edge,res,300,d1,0.09939500064312037
daisy,edge,res,200,d1,0.12842941569291944
daisy,edge,res,100,d1,0.171901670130195
daisy,edge,res,50,d1,0.2153747445719814
daisy,edge,res,30,d1,0.24822014144428267
daisy,edge,res,10,d1,0.28554556782656626
daisy,edge,res,5,d1,0.2861949633938282
daisy,edge,res,3,d1,0.2843425527001378
daisy,edge,res,1,d1,0.24962581879764542
daisy,gabor,hog,None,d1,0.155784082887261
daisy,gabor,hog,300,d1,0.18769193597858483
daisy,gabor,hog,200,d1,0.21566485126034687
daisy,gabor,hog,100,d1,0.2719953781039601
daisy,gabor,hog,50,d1,0.3372973952045256
daisy,gabor,hog,30,d1,0.38132367554949814
daisy,gabor,hog,10,d1,0.4776448185941043
daisy,gabor,hog,5,d1,0.4882277777777778
daisy,gabor,hog,3,d1,0.4809999999999999
daisy,gabor,hog,1,d1,0.42
daisy,gabor,vgg,None,d1,0.5103274155523996
daisy,gabor,vgg,300,d1,0.5390522289368086
daisy,gabor,vgg,200,d1,0.568168952847746
daisy,gabor,vgg,100,d1,0.6232048399603872
daisy,gabor,vgg,50,d1,0.689045086968855
daisy,gabor,vgg,30,d1,0.7479910852002426
daisy,gabor,vgg,10,d1,0.8637792066641472
daisy,gabor,vgg,5,d1,0.9033916666666667
daisy,gabor,vgg,3,d1,0.9166666666666665
daisy,gabor,vgg,1,d1,0.9060000000000001
daisy,gabor,res,None,d1,0.38776326009296475
daisy,gabor,res,300,d1,0.4149493956031128
daisy,gabor,res,200,d1,0.4568426207514003
daisy,gabor,res,100,d1,0.5322922528344431
daisy,gabor,res,50,d1,0.6130229493634171
daisy,gabor,res,30,d1,0.6751364306818304
daisy,gabor,res,10,d1,0.7922292214596177
daisy,gabor,res,5,d1,0.8247350019254626
daisy,gabor,res,3,d1,0.8404067909787725
daisy,gabor,res,1,d1,0.8229448245253198
daisy,hog,vgg,None,d1,0.4634802465512326
daisy,hog,vgg,300,d1,0.5243469704000993
daisy,hog,vgg,200,d1,0.5543415332653484
daisy,hog,vgg,100,d1,0.6066699336971264
daisy,hog,vgg,50,d1,0.66560854240194
daisy,hog,vgg,30,d1,0.7168726963969582
daisy,hog,vgg,10,d1,0.8207455785462332
daisy,hog,vgg,5,d1,0.8637722222222223
daisy,hog,vgg,3,d1,0.8835
daisy,hog,vgg,1,d1,0.87
daisy,hog,res,None,d1,0.34755045737739965
daisy,hog,res,300,d1,0.40488998994803405
daisy,hog,res,200,d1,0.4473243187580671
daisy,hog,res,100,d1,0.49454070344152307
daisy,hog,res,50,d1,0.5590651484068074
daisy,hog,res,30,d1,0.6106667807385808
daisy,hog,res,10,d1,0.7304156298912585
daisy,hog,res,5,d1,0.7664868068435406
daisy,hog,res,3,d1,0.7757029413368423
daisy,hog,res,1,d1,0.7442645230586408
daisy,vgg,res,None,d1,0.6250866256213566
daisy,vgg,res,300,d1,0.6400862772301774
daisy,vgg,res,200,d1,0.6600628277115124
daisy,vgg,res,100,d1,0.7002377195495829
daisy,vgg,res,50,d1,0.754986341000387
daisy,vgg,res,30,d1,0.7979999020248981
daisy,vgg,res,10,d1,0.8819029322203531
daisy,vgg,res,5,d1,0.9149265559510722
daisy,vgg,res,3,d1,0.9239826371598818
daisy,vgg,res,1,d1,0.9130821058886075
edge,gabor,hog,None,d1,0.07643556584579887
edge,gabor,hog,300,d1,0.09808591301401855
edge,gabor,hog,200,d1,0.12109528315026222
edge,gabor,hog,100,d1,0.16336431278789323
edge,gabor,hog,50,d1,0.2116843087472274
edge,gabor,hog,30,d1,0.24273870581650597
edge,gabor,hog,10,d1,0.26754164399092967
edge,gabor,hog,5,d1,0.266325
edge,gabor,hog,3,d1,0.25683333333333336
edge,gabor,hog,1,d1,0.22199999999999995
edge,gabor,vgg,None,d1,0.07724339520183915
edge,gabor,vgg,300,d1,0.09886477948958572
edge,gabor,vgg,200,d1,0.12184100707060991
edge,gabor,vgg,100,d1,0.1667489628278868
edge,gabor,vgg,50,d1,0.21115034051044035
edge,gabor,vgg,30,d1,0.2361495202813754
edge,gabor,vgg,10,d1,0.2678007709750567
edge,gabor,vgg,5,d1,0.2609472222222222
edge,gabor,vgg,3,d1,0.2565
edge,gabor,vgg,1,d1,0.222
edge,gabor,res,None,d1,0.08239091772439221
edge,gabor,res,300,d1,0.10015551832590475
edge,gabor,res,200,d1,0.12846663561575214
edge,gabor,res,100,d1,0.17162339275897046
edge,gabor,res,50,d1,0.22080408982603358
edge,gabor,res,30,d1,0.2517861537228184
edge,gabor,res,10,d1,0.28627429163918733
edge,gabor,res,5,d1,0.285495053355657
edge,gabor,res,3,d1,0.2771580659336077
edge,gabor,res,1,d1,0.2343676091710147
edge,hog,vgg,None,d1,0.07843192251962006
edge,hog,vgg,300,d1,0.10147130729325216
edge,hog,vgg,200,d1,0.1250337785565624
edge,hog,vgg,100,d1,0.17658866832191297
edge,hog,vgg,50,d1,0.22921506779324757
edge,hog,vgg,30,d1,0.25312278731549687
edge,hog,vgg,10,d1,0.2941989285714286
edge,hog,vgg,5,d1,0.3012277777777778
edge,hog,vgg,3,d1,0.2856666666666667
edge,hog,vgg,1,d1,0.242
edge,hog,res,None,d1,0.08365893840650176
edge,hog,res,300,d1,0.10245564693719279
edge,hog,res,200,d1,0.1337142754938342
edge,hog,res,100,d1,0.1803638687788262
edge,hog,res,50,d1,0.2293367501403864
edge,hog,res,30,d1,0.2569374225571619
edge,hog,res,10,d1,0.2984623495797943
edge,hog,res,5,d1,0.2935023915827321
edge,hog,res,3,d1,0.2872420988883837
edge,hog,res,1,d1,0.2585787922088231
edge,vgg,res,None,d1,0.08451683575898866
edge,vgg,res,300,d1,0.10384103483420974
edge,vgg,res,200,d1,0.1358085431212345
edge,vgg,res,100,d1,0.1794437640693759
edge,vgg,res,50,d1,0.2258742914707442
edge,vgg,res,30,d1,0.2568180946255076
edge,vgg,res,10,d1,0.29563446990650294
edge,vgg,res,5,d1,0.28847613585245163
edge,vgg,res,3,d1,0.2796101431678057
edge,vgg,res,1,d1,0.2447028032167351
gabor,hog,vgg,None,d1,0.46161784746011775
gabor,hog,vgg,300,d1,0.5090292944732618
gabor,hog,vgg,200,d1,0.540608932407012
gabor,hog,vgg,100,d1,0.5987612538026297
gabor,hog,vgg,50,d1,0.6656590577731663
gabor,hog,vgg,30,d1,0.7165659856238145
gabor,hog,vgg,10,d1,0.8203417614638449
gabor,hog,vgg,5,d1,0.859411111111111
gabor,hog,vgg,3,d1,0.8753333333333332
gabor,hog,vgg,1,d1,0.852
gabor,hog,res,None,d1,0.353723814278535
gabor,hog,res,300,d1,0.39878881559339446
gabor,hog,res,200,d1,0.43894318364707074
gabor,hog,res,100,d1,0.4977465076435722
gabor,hog,res,50,d1,0.5671986906772268
gabor,hog,res,30,d1,0.6227211121960431
gabor,hog,res,10,d1,0.7279088293819482
gabor,hog,res,5,d1,0.7668486465081473
gabor,hog,res,3,d1,0.7742055302368769
gabor,hog,res,1,d1,0.7433396479681309
gabor,vgg,res,None,d1,0.6493527214633937
gabor,vgg,res,300,d1,0.6639596042864803
gabor,vgg,res,200,d1,0.6853030704332764
gabor,vgg,res,100,d1,0.7264344528371609
gabor,vgg,res,50,d1,0.7799584157873696
gabor,vgg,res,30,d1,0.8196071790775562
gabor,vgg,res,10,d1,0.9030284909034969
gabor,vgg,res,5,d1,0.9261406155506002
gabor,vgg,res,3,d1,0.9293638083622604
gabor,vgg,res,1,d1,0.924468727522907
hog,vgg,res,None,d1,0.5425688806622623
hog,vgg,res,300,d1,0.5776715201907994
hog,vgg,res,200,d1,0.6108703428108582
hog,vgg,res,100,d1,0.6610921608154859
hog,vgg,res,50,d1,0.7210174585622198
hog,vgg,res,30,d1,0.7619164303090363
hog,vgg,res,10,d1,0.8480485286015741
hog,vgg,res,5,d1,0.886949433243151
hog,vgg,res,3,d1,0.8951813859801476
hog,vgg,res,1,d1,0.8735023213800304
