feat0,feat1,depth,distance,MMAP
daisy,edge,200,d1,0.12540959573259217
daisy,edge,100,d1,0.17710355439476744
daisy,edge,50,d1,0.22608286335072442
daisy,edge,30,d1,0.25114033363157195
daisy,edge,10,d1,0.28685869047619045
daisy,edge,5,d1,0.2900305555555555
daisy,edge,3,d1,0.28300000000000003
daisy,edge,1,d1,0.23800000000000002
daisy,gabor,None,d1,0.16129278435209507
daisy,gabor,300,d1,0.18946616898004864
daisy,gabor,200,d1,0.2183338437910176
daisy,gabor,100,d1,0.2723039830904094
daisy,gabor,50,d1,0.33024383884251485
daisy,gabor,30,d1,0.3828586463257032
daisy,gabor,10,d1,0.4743688658982111
daisy,gabor,5,d1,0.5005138888888888
daisy,gabor,3,d1,0.4985
daisy,gabor,1,d1,0.43799999999999994
daisy,hog,None,d1,0.1509020017684058
daisy,hog,300,d1,0.18446061881565298
daisy,hog,200,d1,0.2120494412381894
daisy,hog,100,d1,0.2630701421446668
daisy,hog,50,d1,0.3238485406404025
daisy,hog,30,d1,0.36715151006752317
daisy,hog,10,d1,0.4466184325396825
daisy,hog,5,d1,0.46328888888888886
daisy,hog,3,d1,0.4586666666666666
daisy,hog,1,d1,0.39399999999999996
daisy,vgg,None,d1,0.5811991668898318
daisy,vgg,300,d1,0.6062689341243231
daisy,vgg,200,d1,0.6287233046762047
daisy,vgg,100,d1,0.6738753702389155
daisy,vgg,50,d1,0.7331310120401759
daisy,vgg,30,d1,0.7803293267890674
daisy,vgg,10,d1,0.8790809980473671
daisy,vgg,5,d1,0.9110944444444443
daisy,vgg,3,d1,0.9228333333333333
daisy,vgg,1,d1,0.912
daisy,res,None,d1,0.450267095023251
daisy,res,300,d1,0.48811137124252296
daisy,res,200,d1,0.5249605061745473
daisy,res,100,d1,0.5873080226818106
daisy,res,50,d1,0.6554613037065729
daisy,res,30,d1,0.708794547399242
daisy,res,10,d1,0.8203745500923288
daisy,res,5,d1,0.8650157526349734
daisy,res,3,d1,0.8760232245251597
daisy,res,1,d1,0.8487910974474441
edge,gabor,None,d1,0.07587695228890198
edge,gabor,300,d1,0.09676502540994436
edge,gabor,200,d1,0.11777378379853987
edge,gabor,100,d1,0.1636821665508779
edge,gabor,50,d1,0.20981481602715393
edge,gabor,30,d1,0.23240572613612673
edge,gabor,10,d1,0.26622388888888887
edge,gabor,5,d1,0.26063333333333333
edge,gabor,3,d1,0.25266666666666665
edge,gabor,1,d1,0.20400000000000001
edge,hog,None,d1,0.07705616595043949
edge,hog,300,d1,0.099038457575761
edge,hog,200,d1,0.12052751937490118
edge,hog,100,d1,0.16800235341891992
edge,hog,50,d1,0.21335157941682278
edge,hog,30,d1,0.2409840649336348
edge,hog,10,d1,0.2756101984126984
edge,hog,5,d1,0.2801222222222222
edge,hog,3,d1,0.27099999999999996
edge,hog,1,d1,0.228
edge,vgg,None,d1,0.07759268521248916
edge,vgg,300,d1,0.10004672095775909
edge,vgg,200,d1,0.12304797999663832
edge,vgg,100,d1,0.17036665870494108
edge,vgg,50,d1,0.21839838907742018
edge,vgg,30,d1,0.2490927667009129
edge,vgg,10,d1,0.2869366865079365
edge,vgg,5,d1,0.28774444444444447
edge,vgg,3,d1,0.28033333333333327
edge,vgg,1,d1,0.228
edge,res,None,d1,0.08432064114204581
edge,res,300,d1,0.10293557201353021
edge,res,200,d1,0.13319616375557866
edge,res,100,d1,0.17819855752640007
edge,res,50,d1,0.23166255885436896
edge,res,30,d1,0.25635846704167464
edge,res,10,d1,0.2978638345271859
edge,res,5,d1,0.29606242688053835
edge,res,3,d1,0.2841786219742876
edge,res,1,d1,0.24171954962821837
gabor,hog,None,d1,0.13716352905418616
gabor,hog,300,d1,0.16304205939429772
gabor,hog,200,d1,0.18735757384025842
gabor,hog,100,d1,0.2399125107610451
gabor,hog,50,d1,0.30049272242728464
gabor,hog,30,d1,0.3372839668418516
gabor,hog,10,d1,0.4094284851347947
gabor,hog,5,d1,0.4257805555555555
gabor,hog,3,d1,0.42383333333333334
gabor,hog,1,d1,0.358
gabor,vgg,None,d1,0.5719849756167773
gabor,vgg,300,d1,0.599667834857391
gabor,vgg,200,d1,0.6242911416643097
gabor,vgg,100,d1,0.6742675368988132
gabor,vgg,50,d1,0.7306271934953692
gabor,vgg,30,d1,0.778810820305493
gabor,vgg,10,d1,0.8773420486898462
gabor,vgg,5,d1,0.9114972222222224
gabor,vgg,3,d1,0.9221666666666667
gabor,vgg,1,d1,0.912
gabor,res,None,d1,0.5049453921638312
gabor,res,300,d1,0.5525618690948721
gabor,res,200,d1,0.6062021512026665
gabor,res,100,d1,0.6708554817499123
gabor,res,50,d1,0.7326363918700483
gabor,res,30,d1,0.7771145818069424
gabor,res,10,d1,0.875316965259031
gabor,res,5,d1,0.9108600548163757
gabor,res,3,d1,0.9188931912600643
gabor,res,1,d1,0.9071355974606747
hog,vgg,None,d1,0.46094559041722016
hog,vgg,300,d1,0.5255181956957574
hog,vgg,200,d1,0.5565956071277076
hog,vgg,100,d1,0.6123316396594488
hog,vgg,50,d1,0.6741479563572872
hog,vgg,30,d1,0.7226053245104461
hog,vgg,10,d1,0.8286201102292768
hog,vgg,5,d1,0.8629277777777776
hog,vgg,3,d1,0.8801666666666665
hog,vgg,1,d1,0.858
hog,res,None,d1,0.37615705627287277
hog,res,300,d1,0.4529045433998871
hog,res,200,d1,0.4819417558925177
hog,res,100,d1,0.5292526028155237
hog,res,50,d1,0.5803399538548163
hog,res,30,d1,0.6292930522799088
hog,res,10,d1,0.7246455562132021
hog,res,5,d1,0.7561599675691716
hog,res,3,d1,0.7634662265265979
hog,res,1,d1,0.7314465469171353
vgg,res,None,d1,0.669388002649521
vgg,res,300,d1,0.6812537056773358
vgg,res,200,d1,0.7003402778410571
vgg,res,100,d1,0.7389454733954721
vgg,res,50,d1,0.7861163922766465
vgg,res,30,d1,0.8231798617073531
vgg,res,10,d1,0.9007655467868232
vgg,res,5,d1,0.924451376029085
vgg,res,3,d1,0.9285510118250057
vgg,res,1,d1,0.9231374581730618
